indicateur,branche,unit,date,value,valeur,date_source,periode_normalisee,granularite_temporelle,annee,trimestre,source_fichier,domaine
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2009 T4,89.9,89.9,2009 T4,2009 T4,trimestrielle,2009,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2010 T1,73.1,73.1,2010 T1,2010 T1,trimestrielle,2010,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2010 T2,224.4,224.4,2010 T2,2010 T2,trimestrielle,2010,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2010 T3,48.1,48.1,2010 T3,2010 T3,trimestrielle,2010,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2010 T4,45.2,45.2,2010 T4,2010 T4,trimestrielle,2010,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2011 T1,183.8,183.8,2011 T1,2011 T1,trimestrielle,2011,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2011 T2,174.3,174.3,2011 T2,2011 T2,trimestrielle,2011,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2011 T3,226.9,226.9,2011 T3,2011 T3,trimestrielle,2011,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2011 T4,246.6,246.6,2011 T4,2011 T4,trimestrielle,2011,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2012 T1,173.0,173.0,2012 T1,2012 T1,trimestrielle,2012,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2012 T2,162.6,162.6,2012 T2,2012 T2,trimestrielle,2012,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2012 T3,172.4,172.4,2012 T3,2012 T3,trimestrielle,2012,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2012 T4,183.9,183.9,2012 T4,2012 T4,trimestrielle,2012,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2013 T1,176.9,176.9,2013 T1,2013 T1,trimestrielle,2013,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2013 T2,162.8,162.8,2013 T2,2013 T2,trimestrielle,2013,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2013 T3,156.2,156.2,2013 T3,2013 T3,trimestrielle,2013,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2013 T4,161.8,161.8,2013 T4,2013 T4,trimestrielle,2013,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2014 T1,162.4,162.4,2014 T1,2014 T1,trimestrielle,2014,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2014 T2,162.5,162.5,2014 T2,2014 T2,trimestrielle,2014,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2014 T3,163.6,163.6,2014 T3,2014 T3,trimestrielle,2014,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2014 T4,149.4,149.4,2014 T4,2014 T4,trimestrielle,2014,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2015 T1,149.9,149.9,2015 T1,2015 T1,trimestrielle,2015,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2015 T2,165.8,165.8,2015 T2,2015 T2,trimestrielle,2015,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2015 T3,166.1,166.1,2015 T3,2015 T3,trimestrielle,2015,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2015 T4,157.4,157.4,2015 T4,2015 T4,trimestrielle,2015,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2016 T1,194.5,194.5,2016 T1,2016 T1,trimestrielle,2016,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2016 T2,208.5,208.5,2016 T2,2016 T2,trimestrielle,2016,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2016 T3,208.4,208.4,2016 T3,2016 T3,trimestrielle,2016,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2016 T4,209.2,209.2,2016 T4,2016 T4,trimestrielle,2016,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2017 T1,209.4,209.4,2017 T1,2017 T1,trimestrielle,2017,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2017 T2,137.0,137.0,2017 T2,2017 T2,trimestrielle,2017,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2017 T3,179.9,179.9,2017 T3,2017 T3,trimestrielle,2017,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2017 T4,179.9,179.9,2017 T4,2017 T4,trimestrielle,2017,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2018 T1,179.0,179.0,2018 T1,2018 T1,trimestrielle,2018,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2018 T2,178.6,178.6,2018 T2,2018 T2,trimestrielle,2018,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2018 T3,168.7,168.7,2018 T3,2018 T3,trimestrielle,2018,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2018 T4,169.4,169.4,2018 T4,2018 T4,trimestrielle,2018,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2019 T1,169.3,169.3,2019 T1,2019 T1,trimestrielle,2019,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2019 T2,168.0,168.0,2019 T2,2019 T2,trimestrielle,2019,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2019 T3,127.6,127.6,2019 T3,2019 T3,trimestrielle,2019,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2019 T4,133.753348,133.753348,2019 T4,2019 T4,trimestrielle,2019,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2020 T1,133.0,133.0,2020 T1,2020 T1,trimestrielle,2020,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2020 T2,168.0,168.0,2020 T2,2020 T2,trimestrielle,2020,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2020 T3,172.1,172.1,2020 T3,2020 T3,trimestrielle,2020,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100 2007,2020 T4,169.9,169.9,2020 T4,2020 T4,trimestrielle,2020,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2007 T1,93.5,93.5,2007 T1,2007 T1,trimestrielle,2007,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2007 T2,114.6,114.6,2007 T2,2007 T2,trimestrielle,2007,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2007 T3,91.1,91.1,2007 T3,2007 T3,trimestrielle,2007,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2007 T4,100.8,100.8,2007 T4,2007 T4,trimestrielle,2007,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2008 T1,94.3,94.3,2008 T1,2008 T1,trimestrielle,2008,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2008 T2,117.0,117.0,2008 T2,2008 T2,trimestrielle,2008,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2008 T3,92.7,92.7,2008 T3,2008 T3,trimestrielle,2008,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2008 T4,102.6,102.6,2008 T4,2008 T4,trimestrielle,2008,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2009 T1,95.9,95.9,2009 T1,2009 T1,trimestrielle,2009,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2009 T2,118.9,118.9,2009 T2,2009 T2,trimestrielle,2009,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2009 T3,94.2,94.2,2009 T3,2009 T3,trimestrielle,2009,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2009 T4,104.4,104.4,2009 T4,2009 T4,trimestrielle,2009,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2010 T1,97.5,97.5,2010 T1,2010 T1,trimestrielle,2010,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2010 T2,121.4,121.4,2010 T2,2010 T2,trimestrielle,2010,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2010 T3,70.7,70.7,2010 T3,2010 T3,trimestrielle,2010,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2010 T4,64.0,64.0,2010 T4,2010 T4,trimestrielle,2010,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2011 T1,60.7,60.7,2011 T1,2011 T1,trimestrielle,2011,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2011 T2,161.0,161.0,2011 T2,2011 T2,trimestrielle,2011,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2011 T3,67.1,67.1,2011 T3,2011 T3,trimestrielle,2011,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2011 T4,98.9,98.9,2011 T4,2011 T4,trimestrielle,2011,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2012 T1,122.7,122.7,2012 T1,2012 T1,trimestrielle,2012,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2012 T2,140.1,140.1,2012 T2,2012 T2,trimestrielle,2012,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2012 T3,85.0,85.0,2012 T3,2012 T3,trimestrielle,2012,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2012 T4,99.0,99.0,2012 T4,2012 T4,trimestrielle,2012,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2013 T1,111.2,111.2,2013 T1,2013 T1,trimestrielle,2013,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2013 T2,169.6,169.6,2013 T2,2013 T2,trimestrielle,2013,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2013 T3,125.5,125.5,2013 T3,2013 T3,trimestrielle,2013,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2013 T4,119.0,119.0,2013 T4,2013 T4,trimestrielle,2013,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2014 T1,107.4,107.4,2014 T1,2014 T1,trimestrielle,2014,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2014 T2,165.4,165.4,2014 T2,2014 T2,trimestrielle,2014,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2014 T3,132.9,132.9,2014 T3,2014 T3,trimestrielle,2014,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2014 T4,126.9,126.9,2014 T4,2014 T4,trimestrielle,2014,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2015 T1,162.8,162.8,2015 T1,2015 T1,trimestrielle,2015,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2015 T2,202.1,202.1,2015 T2,2015 T2,trimestrielle,2015,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2015 T3,163.9,163.9,2015 T3,2015 T3,trimestrielle,2015,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2015 T4,148.9,148.9,2015 T4,2015 T4,trimestrielle,2015,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2016 T1,164.4,164.4,2016 T1,2016 T1,trimestrielle,2016,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2016 T2,193.1,193.1,2016 T2,2016 T2,trimestrielle,2016,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2016 T3,142.2,142.2,2016 T3,2016 T3,trimestrielle,2016,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2016 T4,164.2,164.2,2016 T4,2016 T4,trimestrielle,2016,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2017 T1,182.4,182.4,2017 T1,2017 T1,trimestrielle,2017,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2017 T2,218.9,218.9,2017 T2,2017 T2,trimestrielle,2017,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2017 T3,159.8,159.8,2017 T3,2017 T3,trimestrielle,2017,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2017 T4,187.4,187.4,2017 T4,2017 T4,trimestrielle,2017,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2018 T1,196.2,196.2,2018 T1,2018 T1,trimestrielle,2018,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2018 T2,216.0,216.0,2018 T2,2018 T2,trimestrielle,2018,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2018 T3,130.1,130.1,2018 T3,2018 T3,trimestrielle,2018,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2018 T4,166.2,166.2,2018 T4,2018 T4,trimestrielle,2018,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2019 T1,148.9,148.9,2019 T1,2019 T1,trimestrielle,2019,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100 2007,2019 T2,167.7,167.7,2019 T2,2019 T2,trimestrielle,2019,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
