indicateur,branche,Unit,Date,Value
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2008Q4,41.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2009Q1,117.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2009Q2,125.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2009Q3,82.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2009Q4,42.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2010Q1,120.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2010Q2,123.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2010Q3,81.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2010Q4,41.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2011Q1,118.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2011Q2,151.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2011Q3,95.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2011Q4,41.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2012Q1,107.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2012Q2,162.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2012Q3,62.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2012Q4,48.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2013Q1,36.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2013Q2,99.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2013Q3,68.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2013Q4,60.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2014Q1,44.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2014Q2,37.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2014Q3,27.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2014Q4,22
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2015Q1,108.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2015Q2,39.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2015Q3,25.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2015Q4,14.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2016Q1,28.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2016Q2,28.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2016Q3,19
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2016Q4,12.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2017Q1,10.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2017Q2,7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2017Q3,7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2017Q4,7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2018Q1,7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2018Q2,7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2018Q3,7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2018Q4,7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2019Q1,7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2019Q2,7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2019Q3,7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2019Q4,7.04024500000000
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2020Q1,7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2020Q2,7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2020Q3,7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2020Q4,7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2007Q1,97.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2007Q2,127.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2007Q3,78.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2007Q4,102
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2008Q1,95.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2008Q2,117
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2008Q3,73.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2008Q4,96.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2009Q1,89.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2009Q2,100.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2009Q3,59.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2009Q4,83.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2010Q1,114.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2010Q2,121.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2010Q3,84.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2010Q4,124.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2011Q1,113.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2011Q2,187.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2011Q3,165
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2011Q4,161.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2012Q1,112.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2012Q2,111.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2012Q3,92.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2012Q4,130.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2013Q1,179
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2013Q2,151.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2013Q3,161.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2013Q4,163.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2014Q1,215.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2014Q2,203.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2014Q3,180
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2014Q4,182.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2015Q1,238.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2015Q2,173.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2015Q3,166.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2015Q4,174.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2016Q1,158.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2016Q2,216.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2016Q3,214.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2016Q4,215.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2017Q1,193.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2017Q2,212.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2017Q3,209.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2017Q4,168.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2018Q1,204.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2018Q2,212.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2018Q3,128.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2018Q4,192.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2019Q1,210.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2019Q2,124.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2019Q3,136.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2019Q4,222.184879000000
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2020Q1,214.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2020Q2,214.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2020Q3,202.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100  2007,2020Q4,196.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2007Q1,75.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2007Q2,131
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2007Q3,110.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2007Q4,83.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2008Q1,57.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2008Q2,92
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2008Q3,73.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2008Q4,62.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2009Q1,76.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2009Q2,52
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2009Q3,49.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2009Q4,90
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2010Q1,88.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2010Q2,73
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2010Q3,68.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2010Q4,66
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2011Q1,67.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2011Q2,72.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2011Q3,66.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2011Q4,74.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2012Q1,66.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2012Q2,79.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2012Q3,61.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2012Q4,77.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2013Q1,80.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2013Q2,76.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2013Q3,72.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100  2007,2013Q4,58
