indicateur,rubrique,region,unite,date,valeur,date_source,periode_normalisee,granularite_temporelle,annee,source_fichier,domaine
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Sud,%,2009,8.3,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Sud,%,2014,4.0,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Est,%,2003,8.1,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Est,%,2009,5.1,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Est,%,2014,9.9,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Hauts-Bassins,%,2003,14.3,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Hauts-Bassins,%,2009,14.1,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Hauts-Bassins,%,2014,7.5,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Nord,%,2003,9.7,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Nord,%,2009,11.1,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Nord,%,2014,16.8,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Plateau Central,%,2003,4.0,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Plateau Central,%,2009,6.8,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Plateau Central,%,2014,5.3,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Sahel,%,2003,3.8,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Sahel,%,2009,1.6,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Sahel,%,2014,2.3,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Sud-Ouest,%,2003,6.8,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Sud-Ouest,%,2009,2.8,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Sud-Ouest,%,2014,4.6,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
