indicateur,r_gion,produits,unit,date,value,valeur,date_source,periode_normalisee,granularite_temporelle,annee,trimestre,mois,source_fichier,domaine
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,septembre 2018,138.0,138.0,septembre 2018,septembre 2018,mensuelle,2018,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,octobre 2018,152.0,152.0,octobre 2018,octobre 2018,mensuelle,2018,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,novembre 2018,170.0,170.0,novembre 2018,novembre 2018,mensuelle,2018,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,decembre 2018,165.0,165.0,decembre 2018,decembre 2018,mensuelle,2018,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,janvier 2019,159.0,159.0,janvier 2019,janvier 2019,mensuelle,2019,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,fevrier 2019,152.0,152.0,fevrier 2019,fevrier 2019,mensuelle,2019,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,mars 2019,168.0,168.0,mars 2019,mars 2019,mensuelle,2019,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,avril 2019,167.0,167.0,avril 2019,avril 2019,mensuelle,2019,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,mai 2019,176.0,176.0,mai 2019,mai 2019,mensuelle,2019,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,juin 2019,112.0,112.0,juin 2019,juin 2019,mensuelle,2019,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,juillet 2019,143.0,143.0,juillet 2019,juillet 2019,mensuelle,2019,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,aout 2019,143.0,143.0,aout 2019,aout 2019,mensuelle,2019,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,septembre 2019,162.0,162.0,septembre 2019,septembre 2019,mensuelle,2019,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,octobre 2019,144.0,144.0,octobre 2019,octobre 2019,mensuelle,2019,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,novembre 2019,182.0,182.0,novembre 2019,novembre 2019,mensuelle,2019,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,decembre 2019,195.0,195.0,decembre 2019,decembre 2019,mensuelle,2019,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,janvier 2020,171.0,171.0,janvier 2020,janvier 2020,mensuelle,2020,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,fevrier 2020,171.0,171.0,fevrier 2020,fevrier 2020,mensuelle,2020,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,mars 2020,183.0,183.0,mars 2020,mars 2020,mensuelle,2020,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,avril 2020,176.0,176.0,avril 2020,avril 2020,mensuelle,2020,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,mai 2020,163.0,163.0,mai 2020,mai 2020,mensuelle,2020,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,juin 2020,156.0,156.0,juin 2020,juin 2020,mensuelle,2020,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,juillet 2020,129.0,129.0,juillet 2020,juillet 2020,mensuelle,2020,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,aout 2020,122.0,122.0,aout 2020,aout 2020,mensuelle,2020,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,septembre 2020,161.0,161.0,septembre 2020,septembre 2020,mensuelle,2020,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,octobre 2020,174.0,174.0,octobre 2020,octobre 2020,mensuelle,2020,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,novembre 2020,169.0,169.0,novembre 2020,novembre 2020,mensuelle,2020,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,decembre 2020,176.0,176.0,decembre 2020,decembre 2020,mensuelle,2020,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,janvier 2021,216.0,216.0,janvier 2021,janvier 2021,mensuelle,2021,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,fevrier 2021,261.0,261.0,fevrier 2021,fevrier 2021,mensuelle,2021,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,mars 2021,173.0,173.0,mars 2021,mars 2021,mensuelle,2021,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,avril 2021,197.0,197.0,avril 2021,avril 2021,mensuelle,2021,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,mai 2021,171.0,171.0,mai 2021,mai 2021,mensuelle,2021,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,juin 2021,155.0,155.0,juin 2021,juin 2021,mensuelle,2021,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,juillet 2021,134.0,134.0,juillet 2021,juillet 2021,mensuelle,2021,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,aout 2021,175.0,175.0,aout 2021,aout 2021,mensuelle,2021,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,septembre 2021,175.0,175.0,septembre 2021,septembre 2021,mensuelle,2021,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,octobre 2021,170.0,170.0,octobre 2021,octobre 2021,mensuelle,2021,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,novembre 2021,181.0,181.0,novembre 2021,novembre 2021,mensuelle,2021,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,decembre 2021,206.0,206.0,decembre 2021,decembre 2021,mensuelle,2021,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,janvier 2022,229.0,229.0,janvier 2022,janvier 2022,mensuelle,2022,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,fevrier 2022,301.0,301.0,fevrier 2022,fevrier 2022,mensuelle,2022,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,mars 2022,221.0,221.0,mars 2022,mars 2022,mensuelle,2022,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,avril 2022,181.0,181.0,avril 2022,avril 2022,mensuelle,2022,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,mai 2022,276.0,276.0,mai 2022,mai 2022,mensuelle,2022,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,juin 2022,229.0,229.0,juin 2022,juin 2022,mensuelle,2022,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,juillet 2022,179.0,179.0,juillet 2022,juillet 2022,mensuelle,2022,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,aout 2022,159.0,159.0,aout 2022,aout 2022,mensuelle,2022,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,septembre 2022,187.0,187.0,septembre 2022,septembre 2022,mensuelle,2022,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,octobre 2022,240.0,240.0,octobre 2022,octobre 2022,mensuelle,2022,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,novembre 2022,285.0,285.0,novembre 2022,novembre 2022,mensuelle,2022,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,decembre 2022,309.0,309.0,decembre 2022,decembre 2022,mensuelle,2022,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,janvier 2023,336.0,336.0,janvier 2023,janvier 2023,mensuelle,2023,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,fevrier 2023,252.0,252.0,fevrier 2023,fevrier 2023,mensuelle,2023,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,mars 2023,279.0,279.0,mars 2023,mars 2023,mensuelle,2023,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,avril 2023,296.0,296.0,avril 2023,avril 2023,mensuelle,2023,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,mai 2023,310.0,310.0,mai 2023,mai 2023,mensuelle,2023,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,juin 2023,290.0,290.0,juin 2023,juin 2023,mensuelle,2023,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,juillet 2023,266.0,266.0,juillet 2023,juillet 2023,mensuelle,2023,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,aout 2023,234.0,234.0,aout 2023,aout 2023,mensuelle,2023,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,septembre 2023,231.0,231.0,septembre 2023,septembre 2023,mensuelle,2023,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,octobre 2023,263.0,263.0,octobre 2023,octobre 2023,mensuelle,2023,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,novembre 2023,350.0,350.0,novembre 2023,novembre 2023,mensuelle,2023,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,decembre 2023,283.0,283.0,decembre 2023,decembre 2023,mensuelle,2023,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,janvier 2024,259.0,259.0,janvier 2024,janvier 2024,mensuelle,2024,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,fevrier 2024,232.0,232.0,fevrier 2024,fevrier 2024,mensuelle,2024,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,mars 2024,211.0,211.0,mars 2024,mars 2024,mensuelle,2024,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,avril 2024,250.0,250.0,avril 2024,avril 2024,mensuelle,2024,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,mai 2024,292.0,292.0,mai 2024,mai 2024,mensuelle,2024,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,juin 2024,281.0,281.0,juin 2024,juin 2024,mensuelle,2024,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,juillet 2024,214.0,214.0,juillet 2024,juillet 2024,mensuelle,2024,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,aout 2024,215.0,215.0,aout 2024,aout 2024,mensuelle,2024,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,septembre 2024,205.0,205.0,septembre 2024,septembre 2024,mensuelle,2024,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,octobre 2024,221.0,221.0,octobre 2024,octobre 2024,mensuelle,2024,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,novembre 2024,245.0,245.0,novembre 2024,novembre 2024,mensuelle,2024,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,decembre 2024,265.0,265.0,decembre 2024,decembre 2024,mensuelle,2024,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,janvier 2025,234.035952550369,234.035952550369,janvier 2025,janvier 2025,mensuelle,2025,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,fevrier 2025,238.452398399358,238.452398399358,fevrier 2025,fevrier 2025,mensuelle,2025,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,mars 2025,271.311428094675,271.311428094675,mars 2025,mars 2025,mensuelle,2025,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,avril 2025,215.335591950553,215.335591950553,avril 2025,avril 2025,mensuelle,2025,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,mai 2025,169.996439351139,169.996439351139,mai 2025,mai 2025,mensuelle,2025,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,juin 2025,158.820556806213,158.820556806213,juin 2025,juin 2025,mensuelle,2025,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,juillet 2025,210.110163866344,210.110163866344,juillet 2025,juillet 2025,mensuelle,2025,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,aout 2025,244.558952986931,244.558952986931,aout 2025,aout 2025,mensuelle,2025,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles fraîches d'oseille,FCFA/kg,septembre 2025,260.574977891633,260.574977891633,septembre 2025,septembre 2025,mensuelle,2025,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,novembre 2016,814.0,814.0,novembre 2016,novembre 2016,mensuelle,2016,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,decembre 2016,767.0,767.0,decembre 2016,decembre 2016,mensuelle,2016,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,janvier 2017,857.0,857.0,janvier 2017,janvier 2017,mensuelle,2017,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,fevrier 2017,862.0,862.0,fevrier 2017,fevrier 2017,mensuelle,2017,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,mai 2017,959.0,959.0,mai 2017,mai 2017,mensuelle,2017,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,juin 2017,861.0,861.0,juin 2017,juin 2017,mensuelle,2017,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,juillet 2017,800.0,800.0,juillet 2017,juillet 2017,mensuelle,2017,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,septembre 2017,782.0,782.0,septembre 2017,septembre 2017,mensuelle,2017,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,janvier 2018,725.0,725.0,janvier 2018,janvier 2018,mensuelle,2018,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,fevrier 2018,648.0,648.0,fevrier 2018,fevrier 2018,mensuelle,2018,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,mars 2018,773.0,773.0,mars 2018,mars 2018,mensuelle,2018,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,avril 2018,880.0,880.0,avril 2018,avril 2018,mensuelle,2018,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,mai 2018,963.0,963.0,mai 2018,mai 2018,mensuelle,2018,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,juin 2018,788.0,788.0,juin 2018,juin 2018,mensuelle,2018,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,juillet 2018,714.0,714.0,juillet 2018,juillet 2018,mensuelle,2018,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,aout 2018,572.0,572.0,aout 2018,aout 2018,mensuelle,2018,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,septembre 2018,663.0,663.0,septembre 2018,septembre 2018,mensuelle,2018,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,octobre 2018,723.0,723.0,octobre 2018,octobre 2018,mensuelle,2018,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,novembre 2018,709.0,709.0,novembre 2018,novembre 2018,mensuelle,2018,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,decembre 2018,949.0,949.0,decembre 2018,decembre 2018,mensuelle,2018,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,janvier 2019,953.0,953.0,janvier 2019,janvier 2019,mensuelle,2019,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,fevrier 2019,851.0,851.0,fevrier 2019,fevrier 2019,mensuelle,2019,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,mars 2019,920.0,920.0,mars 2019,mars 2019,mensuelle,2019,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,avril 2019,804.0,804.0,avril 2019,avril 2019,mensuelle,2019,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,mai 2019,945.0,945.0,mai 2019,mai 2019,mensuelle,2019,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,juin 2019,708.0,708.0,juin 2019,juin 2019,mensuelle,2019,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,juillet 2019,858.0,858.0,juillet 2019,juillet 2019,mensuelle,2019,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,aout 2019,858.0,858.0,aout 2019,aout 2019,mensuelle,2019,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,septembre 2019,891.0,891.0,septembre 2019,septembre 2019,mensuelle,2019,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,octobre 2019,841.0,841.0,octobre 2019,octobre 2019,mensuelle,2019,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,novembre 2019,788.0,788.0,novembre 2019,novembre 2019,mensuelle,2019,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,decembre 2019,731.0,731.0,decembre 2019,decembre 2019,mensuelle,2019,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Hauts Bassins,Feuilles séchées de baobab,FCFA/kg,janvier 2020,765.0,765.0,janvier 2020,janvier 2020,mensuelle,2020,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
