indicateur,r_gion,produits,unit,date,value,valeur,date_source,periode_normalisee,granularite_temporelle,annee,trimestre,mois,source_fichier,domaine
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Aubergine locale 'koumba',FCFA/kg,decembre 2024,201.756,201.756,decembre 2024,decembre 2024,mensuelle,2024,4,12,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Aubergine locale 'koumba',FCFA/kg,janvier 2025,349.319913272493,349.319913272493,janvier 2025,janvier 2025,mensuelle,2025,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Aubergine locale 'koumba',FCFA/kg,fevrier 2025,174.50372135846,174.50372135846,fevrier 2025,fevrier 2025,mensuelle,2025,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Aubergine locale 'koumba',FCFA/kg,mars 2025,322.55658817816,322.55658817816,mars 2025,mars 2025,mensuelle,2025,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Aubergine locale 'koumba',FCFA/kg,avril 2025,270.863940364165,270.863940364165,avril 2025,avril 2025,mensuelle,2025,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Aubergine locale 'koumba',FCFA/kg,mai 2025,562.44275015762,562.44275015762,mai 2025,mai 2025,mensuelle,2025,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Aubergine locale 'koumba',FCFA/kg,juin 2025,794.933853257891,794.933853257891,juin 2025,juin 2025,mensuelle,2025,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Aubergine locale 'koumba',FCFA/kg,juillet 2025,459.480258038761,459.480258038761,juillet 2025,juillet 2025,mensuelle,2025,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Aubergine locale 'koumba',FCFA/kg,aout 2025,344.102078589176,344.102078589176,aout 2025,aout 2025,mensuelle,2025,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Aubergine locale 'koumba',FCFA/kg,septembre 2025,216.250360849075,216.250360849075,septembre 2025,septembre 2025,mensuelle,2025,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,janvier 2024,575.0,575.0,janvier 2024,janvier 2024,mensuelle,2024,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,fevrier 2024,575.0,575.0,fevrier 2024,fevrier 2024,mensuelle,2024,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,mars 2024,575.0,575.0,mars 2024,mars 2024,mensuelle,2024,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,avril 2024,575.0,575.0,avril 2024,avril 2024,mensuelle,2024,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,mai 2024,575.0,575.0,mai 2024,mai 2024,mensuelle,2024,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,juin 2024,575.0,575.0,juin 2024,juin 2024,mensuelle,2024,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,juillet 2024,525.0,525.0,juillet 2024,juillet 2024,mensuelle,2024,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,aout 2024,550.0,550.0,aout 2024,aout 2024,mensuelle,2024,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,septembre 2024,600.0,600.0,septembre 2024,septembre 2024,mensuelle,2024,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,novembre 2024,600.0,600.0,novembre 2024,novembre 2024,mensuelle,2024,4,11,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,decembre 2024,600.0,600.0,decembre 2024,decembre 2024,mensuelle,2024,4,12,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,janvier 2025,600.0,600.0,janvier 2025,janvier 2025,mensuelle,2025,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,fevrier 2025,600.0,600.0,fevrier 2025,fevrier 2025,mensuelle,2025,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,mars 2025,600.0,600.0,mars 2025,mars 2025,mensuelle,2025,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,avril 2025,600.0,600.0,avril 2025,avril 2025,mensuelle,2025,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,mai 2025,600.0,600.0,mai 2025,mai 2025,mensuelle,2025,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,juin 2025,499.999999999999,499.999999999999,juin 2025,juin 2025,mensuelle,2025,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,juillet 2025,547.722557505165,547.722557505165,juillet 2025,juillet 2025,mensuelle,2025,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,aout 2025,547.722557505165,547.722557505165,aout 2025,aout 2025,mensuelle,2025,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Farine de blé,FCFA/kg,septembre 2025,547.722557505165,547.722557505165,septembre 2025,septembre 2025,mensuelle,2025,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,janvier 2024,386.389,386.389,janvier 2024,janvier 2024,mensuelle,2024,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,fevrier 2024,382.829,382.829,fevrier 2024,fevrier 2024,mensuelle,2024,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,mars 2024,378.655,378.655,mars 2024,mars 2024,mensuelle,2024,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,avril 2024,422.394,422.394,avril 2024,avril 2024,mensuelle,2024,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,mai 2024,430.156,430.156,mai 2024,mai 2024,mensuelle,2024,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,juin 2024,430.156,430.156,juin 2024,juin 2024,mensuelle,2024,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,juillet 2024,842.105,842.105,juillet 2024,juillet 2024,mensuelle,2024,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,aout 2024,586.712,586.712,aout 2024,aout 2024,mensuelle,2024,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,septembre 2024,416.903,416.903,septembre 2024,septembre 2024,mensuelle,2024,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,novembre 2024,548.955501978846,548.955501978846,novembre 2024,novembre 2024,mensuelle,2024,4,11,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,decembre 2024,590.523,590.523,decembre 2024,decembre 2024,mensuelle,2024,4,12,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,janvier 2025,520.156486610302,520.156486610302,janvier 2025,janvier 2025,mensuelle,2025,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,fevrier 2025,401.124336285563,401.124336285563,fevrier 2025,fevrier 2025,mensuelle,2025,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,mars 2025,589.397350077288,589.397350077288,mars 2025,mars 2025,mensuelle,2025,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,avril 2025,697.037812232726,697.037812232726,avril 2025,avril 2025,mensuelle,2025,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,mai 2025,759.718174545235,759.718174545235,mai 2025,mai 2025,mensuelle,2025,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,juin 2025,708.197154665662,708.197154665662,juin 2025,juin 2025,mensuelle,2025,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,juillet 2025,660.121339110375,660.121339110375,juillet 2025,juillet 2025,mensuelle,2025,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,aout 2025,592.030018439016,592.030018439016,aout 2025,aout 2025,mensuelle,2025,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Haricot local blanc,FCFA/kg,septembre 2025,647.888988223067,647.888988223067,septembre 2025,septembre 2025,mensuelle,2025,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,janvier 2024,19500.0,19500.0,janvier 2024,janvier 2024,mensuelle,2024,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,fevrier 2024,18000.0,18000.0,fevrier 2024,fevrier 2024,mensuelle,2024,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,mars 2024,18000.0,18000.0,mars 2024,mars 2024,mensuelle,2024,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,avril 2024,21500.0,21500.0,avril 2024,avril 2024,mensuelle,2024,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,mai 2024,24000.0,24000.0,mai 2024,mai 2024,mensuelle,2024,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,juin 2024,24000.0,24000.0,juin 2024,juin 2024,mensuelle,2024,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,juillet 2024,25000.0,25000.0,juillet 2024,juillet 2024,mensuelle,2024,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,aout 2024,27000.0,27000.0,aout 2024,aout 2024,mensuelle,2024,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,septembre 2024,27000.0,27000.0,septembre 2024,septembre 2024,mensuelle,2024,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,novembre 2024,22000.0,22000.0,novembre 2024,novembre 2024,mensuelle,2024,4,11,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,decembre 2024,22000.0,22000.0,decembre 2024,decembre 2024,mensuelle,2024,4,12,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,janvier 2025,23999.9999999999,23999.9999999999,janvier 2025,janvier 2025,mensuelle,2025,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,fevrier 2025,25000.0,25000.0,fevrier 2025,fevrier 2025,mensuelle,2025,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,mars 2025,25000.0,25000.0,mars 2025,mars 2025,mensuelle,2025,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,avril 2025,25000.0,25000.0,avril 2025,avril 2025,mensuelle,2025,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,mai 2025,25000.0,25000.0,mai 2025,mai 2025,mensuelle,2025,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,juin 2025,25000.0,25000.0,juin 2025,juin 2025,mensuelle,2025,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,juillet 2025,23999.9999999999,23999.9999999999,juillet 2025,juillet 2025,mensuelle,2025,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,aout 2025,23999.9999999999,23999.9999999999,aout 2025,aout 2025,mensuelle,2025,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc1,FCFA/Sac de 100 kg,septembre 2025,19999.9999999999,19999.9999999999,septembre 2025,septembre 2025,mensuelle,2025,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,janvier 2024,218.371,218.371,janvier 2024,janvier 2024,mensuelle,2024,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,fevrier 2024,210.931,210.931,fevrier 2024,fevrier 2024,mensuelle,2024,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,mars 2024,227.778,227.778,mars 2024,mars 2024,mensuelle,2024,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,avril 2024,252.027,252.027,avril 2024,avril 2024,mensuelle,2024,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,mai 2024,201.622,201.622,mai 2024,mai 2024,mensuelle,2024,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,juin 2024,201.622,201.622,juin 2024,juin 2024,mensuelle,2024,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,juillet 2024,436.025,436.025,juillet 2024,juillet 2024,mensuelle,2024,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,aout 2024,283.929,283.929,aout 2024,aout 2024,mensuelle,2024,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,septembre 2024,293.741,293.741,septembre 2024,septembre 2024,mensuelle,2024,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,octobre 2024,289.759,289.759,octobre 2024,octobre 2024,mensuelle,2024,4,10,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,novembre 2024,288.675134594811,288.675134594811,novembre 2024,novembre 2024,mensuelle,2024,4,11,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,decembre 2024,234.535,234.535,decembre 2024,decembre 2024,mensuelle,2024,4,12,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,janvier 2025,243.721273999746,243.721273999746,janvier 2025,janvier 2025,mensuelle,2025,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,fevrier 2025,261.247140175864,261.247140175864,fevrier 2025,fevrier 2025,mensuelle,2025,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,mars 2025,275.09212216215,275.09212216215,mars 2025,mars 2025,mensuelle,2025,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,avril 2025,256.379606273054,256.379606273054,avril 2025,avril 2025,mensuelle,2025,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,mai 2025,256.767092861028,256.767092861028,mai 2025,mai 2025,mensuelle,2025,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,juin 2025,262.577133515532,262.577133515532,juin 2025,juin 2025,mensuelle,2025,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,juillet 2025,262.207823349997,262.207823349997,juillet 2025,juillet 2025,mensuelle,2025,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,aout 2025,214.061286013948,214.061286013948,aout 2025,aout 2025,mensuelle,2025,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Maïs blanc,FCFA/kg,septembre 2025,191.187232064027,191.187232064027,septembre 2025,septembre 2025,mensuelle,2025,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Mil (petit mil),FCFA/kg,janvier 2024,247.601,247.601,janvier 2024,janvier 2024,mensuelle,2024,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Mil (petit mil),FCFA/kg,fevrier 2024,267.111,267.111,fevrier 2024,fevrier 2024,mensuelle,2024,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Mil (petit mil),FCFA/kg,mars 2024,250.125,250.125,mars 2024,mars 2024,mensuelle,2024,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Mil (petit mil),FCFA/kg,avril 2024,304.04,304.04,avril 2024,avril 2024,mensuelle,2024,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Mil (petit mil),FCFA/kg,mai 2024,266.618,266.618,mai 2024,mai 2024,mensuelle,2024,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Mil (petit mil),FCFA/kg,juin 2024,266.618,266.618,juin 2024,juin 2024,mensuelle,2024,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Mil (petit mil),FCFA/kg,juillet 2024,435.526,435.526,juillet 2024,juillet 2024,mensuelle,2024,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Mil (petit mil),FCFA/kg,aout 2024,400.0,400.0,aout 2024,aout 2024,mensuelle,2024,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Mil (petit mil),FCFA/kg,septembre 2024,338.723,338.723,septembre 2024,septembre 2024,mensuelle,2024,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Mil (petit mil),FCFA/kg,octobre 2024,336.381,336.381,octobre 2024,octobre 2024,mensuelle,2024,4,10,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Mil (petit mil),FCFA/kg,novembre 2024,354.284125214934,354.284125214934,novembre 2024,novembre 2024,mensuelle,2024,4,11,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Mil (petit mil),FCFA/kg,decembre 2024,413.842,413.842,decembre 2024,decembre 2024,mensuelle,2024,4,12,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Mil (petit mil),FCFA/kg,janvier 2025,351.932816482168,351.932816482168,janvier 2025,janvier 2025,mensuelle,2025,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Mil (petit mil),FCFA/kg,fevrier 2025,355.657076984169,355.657076984169,fevrier 2025,fevrier 2025,mensuelle,2025,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Boucle du Mouhoun,Mil (petit mil),FCFA/kg,mars 2025,349.470222373351,349.470222373351,mars 2025,mars 2025,mensuelle,2025,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
