localite,hommes,femmes,ensemble,age_urbain,age_rural,age_ensemble,age_urbain_1,age_rural_1,age_ensemble_1,age_urbain_2,age_rural_2,age_ensemble_2,age_urbain_3,age_rural_3,age_ensemble_3,age_urbain_4,age_rural_4,age_ensemble_4,age_urbain_5,age_rural_5,age_ensemble_5,age_urbain_6,age_rural_6,age_ensemble_6,age_urbain_7,age_rural_7,age_ensemble_7,age_urbain_8,age_rural_8,age_ensemble_8,age_urbain_9,age_rural_9,age_ensemble_9,age_urbain_10,age_rural_10,age_ensemble_10,age_urbain_11,age_rural_11,age_ensemble_11,age_urbain_12,age_rural_12,age_ensemble_12,age_urbain_13,age_rural_13,age_ensemble_13,age_urbain_14,age_rural_14,age_ensemble_14,age_urbain_15,age_rural_15,age_ensemble_15,age_urbain_16,age_rural_16,age_ensemble_16,age_urbain_17,age_rural_17,age_ensemble_17,age_urbain_18,age_rural_18,age_ensemble_18,age_urbain_19,age_rural_19,age_ensemble_19,age_urbain_20,age_rural_20,age_ensemble_20,age_urbain_21,age_rural_21,age_ensemble_21,age_urbain_22,age_rural_22,age_ensemble_22,age_urbain_23,age_rural_23,age_ensemble_23,age_urbain_24,age_rural_24,age_ensemble_24,age_urbain_25,age_rural_25,age_ensemble_25,age_urbain_26,age_rural_26,age_ensemble_26,age_urbain_27,age_rural_27,age_ensemble_27,age_urbain_28,age_rural_28,age_ensemble_28,age_urbain_29,age_rural_29,age_ensemble_29,age_urbain_30,age_rural_30,age_ensemble_30,age_urbain_31,age_rural_31,age_ensemble_31,age_urbain_32,age_rural_32,age_ensemble_32,age_urbain_33,age_rural_33,age_ensemble_33,age_urbain_34,age_rural_34,age_ensemble_34,age_urbain_35,age_rural_35,age_ensemble_35,age_urbain_36,age_rural_36,age_ensemble_36,age_urbain_37,age_rural_37,age_ensemble_37,age_urbain_38,age_rural_38,age_ensemble_38,age_urbain_39,age_rural_39,age_ensemble_39,age_urbain_40,age_rural_40,age_ensemble_40,age_urbain_41,age_rural_41,age_ensemble_41,age_urbain_42,age_rural_42,age_ensemble_42,age_urbain_43,age_rural_43,age_ensemble_43,age_urbain_44,age_rural_44,valeur,indicateur,annee,date_source,date,periode_normalisee,granularite_temporelle,source_fichier,domaine
34,3201.0,1613.0,1588.0,293.0,164.0,129.0,2908.0,1449.0,1459.0,3955.0,1947.0,2008.0,454.0,228.0,226.0,3501.0,1719.0,1782.0,3216.0,1523.0,1693.0,226.0,116.0,110.0,2990.0,1407.0,1583.0,2584.0,1028.0,1556.0,295.0,118.0,177.0,2289.0,910.0,1379.0,1471.0,700.0,771.0,325.0,177.0,148.0,1146.0,523.0,623.0,5980.0,2324.0,3656.0,1296.0,577.0,719.0,4684.0,1747.0,2937.0,5789.0,2207.0,3582.0,1845.0,910.0,935.0,3944.0,1297.0,2647.0,6713.0,3120.0,3593.0,1890.0,964.0,926.0,4823.0,2156.0,2667.0,4025.0,1704.0,2321.0,382.0,182.0,200.0,3643.0,1522.0,2121.0,4920.0,2337.0,2583.0,183.0,103.0,80.0,4737.0,2234.0,2503.0,3463.0,1621.0,1842.0,786.0,417.0,369.0,2677.0,1204.0,1473.0,17635.0,8827.0,8808.0,11688.0,6057.0,5631.0,5947.0,2770.0,3177.0,2836.0,1354.0,1482.0,324.0,169.0,155.0,2512.0,1185.0,1327.0,43003.0,23024.0,19979.0,34874.0,18481.0,16393.0,8129.0,4543.0,3586.0,4237.0,1937.0,2300.0,417.0,205.0,212.0,3820.0,1732.0,2088.0,845.0,463.0,1588.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
35,4535.0,2132.0,2403.0,373.0,203.0,170.0,4162.0,1929.0,2233.0,6824.0,3154.0,3670.0,834.0,447.0,387.0,5990.0,2707.0,3283.0,4922.0,2160.0,2762.0,387.0,172.0,215.0,4535.0,1988.0,2547.0,3987.0,1592.0,2395.0,538.0,249.0,289.0,3449.0,1343.0,2106.0,2429.0,1157.0,1272.0,479.0,289.0,190.0,1950.0,868.0,1082.0,10794.0,4092.0,6702.0,2253.0,1037.0,1216.0,8541.0,3055.0,5486.0,9294.0,3134.0,6160.0,2149.0,1080.0,1069.0,7145.0,2054.0,5091.0,9114.0,4137.0,4977.0,2320.0,1258.0,1062.0,6794.0,2879.0,3915.0,7418.0,2990.0,4428.0,499.0,243.0,256.0,6919.0,2747.0,4172.0,10110.0,4519.0,5591.0,273.0,120.0,153.0,9837.0,4399.0,5438.0,6084.0,2694.0,3390.0,1157.0,629.0,528.0,4927.0,2065.0,2862.0,26186.0,13547.0,12639.0,17000.0,9376.0,7624.0,9186.0,4171.0,5015.0,3787.0,1811.0,1976.0,426.0,218.0,208.0,3361.0,1593.0,1768.0,58415.0,32915.0,25500.0,45897.0,25681.0,20216.0,12518.0,7234.0,5284.0,5191.0,2281.0,2910.0,488.0,241.0,247.0,4703.0,2040.0,2663.0,1260.0,621.0,2403.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
36,3045.0,1570.0,1475.0,274.0,142.0,132.0,2771.0,1428.0,1343.0,3945.0,1896.0,2049.0,530.0,291.0,239.0,3415.0,1605.0,1810.0,2973.0,1451.0,1522.0,256.0,133.0,123.0,2717.0,1318.0,1399.0,2386.0,977.0,1409.0,255.0,113.0,142.0,2131.0,864.0,1267.0,1422.0,684.0,738.0,324.0,174.0,150.0,1098.0,510.0,588.0,6088.0,2538.0,3550.0,1344.0,598.0,746.0,4744.0,1940.0,2804.0,5361.0,2055.0,3306.0,1552.0,766.0,786.0,3809.0,1289.0,2520.0,6345.0,3036.0,3309.0,1806.0,919.0,887.0,4539.0,2117.0,2422.0,3661.0,1647.0,2014.0,302.0,125.0,177.0,3359.0,1522.0,1837.0,5244.0,2588.0,2656.0,215.0,106.0,109.0,5029.0,2482.0,2547.0,3824.0,1781.0,2043.0,835.0,436.0,399.0,2989.0,1345.0,1644.0,16516.0,8356.0,8160.0,10733.0,5618.0,5115.0,5783.0,2738.0,3045.0,2791.0,1402.0,1389.0,290.0,137.0,153.0,2501.0,1265.0,1236.0,40123.0,21721.0,18402.0,32224.0,17267.0,14957.0,7899.0,4454.0,3445.0,3922.0,1882.0,2040.0,362.0,188.0,174.0,3560.0,1694.0,1866.0,942.0,471.0,1475.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
37,2987.0,1504.0,1483.0,220.0,131.0,89.0,2767.0,1373.0,1394.0,4606.0,2248.0,2358.0,584.0,332.0,252.0,4022.0,1916.0,2106.0,3304.0,1570.0,1734.0,243.0,121.0,122.0,3061.0,1449.0,1612.0,2432.0,1023.0,1409.0,282.0,133.0,149.0,2150.0,890.0,1260.0,1333.0,651.0,682.0,290.0,166.0,124.0,1043.0,485.0,558.0,6608.0,2675.0,3933.0,1381.0,635.0,746.0,5227.0,2040.0,3187.0,5967.0,2193.0,3774.0,1644.0,784.0,860.0,4323.0,1409.0,2914.0,6243.0,3048.0,3195.0,1723.0,914.0,809.0,4520.0,2134.0,2386.0,3995.0,1727.0,2268.0,404.0,172.0,232.0,3591.0,1555.0,2036.0,6383.0,3025.0,3358.0,206.0,124.0,82.0,6177.0,2901.0,3276.0,3905.0,1807.0,2098.0,780.0,397.0,383.0,3125.0,1410.0,1715.0,16252.0,8352.0,7900.0,10353.0,5522.0,4831.0,5899.0,2830.0,3069.0,2623.0,1314.0,1309.0,285.0,137.0,148.0,2338.0,1177.0,1161.0,38991.0,20870.0,18121.0,31608.0,16699.0,14909.0,7383.0,4171.0,3212.0,3831.0,1804.0,2027.0,379.0,197.0,182.0,3452.0,1607.0,1845.0,1001.0,502.0,1483.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
38,2693.0,1361.0,1332.0,206.0,121.0,85.0,2487.0,1240.0,1247.0,3319.0,1597.0,1722.0,418.0,212.0,206.0,2901.0,1385.0,1516.0,2548.0,1204.0,1344.0,202.0,97.0,105.0,2346.0,1107.0,1239.0,2177.0,874.0,1303.0,231.0,104.0,127.0,1946.0,770.0,1176.0,1328.0,619.0,709.0,281.0,137.0,144.0,1047.0,482.0,565.0,5565.0,2323.0,3242.0,1226.0,594.0,632.0,4339.0,1729.0,2610.0,5146.0,1819.0,3327.0,1407.0,670.0,737.0,3739.0,1149.0,2590.0,5493.0,2616.0,2877.0,1540.0,823.0,717.0,3953.0,1793.0,2160.0,3308.0,1457.0,1851.0,294.0,141.0,153.0,3014.0,1316.0,1698.0,4060.0,2031.0,2029.0,173.0,90.0,83.0,3887.0,1941.0,1946.0,3304.0,1580.0,1724.0,737.0,404.0,333.0,2567.0,1176.0,1391.0,14475.0,7406.0,7069.0,9453.0,5041.0,4412.0,5022.0,2365.0,2657.0,2473.0,1237.0,1236.0,292.0,168.0,124.0,2181.0,1069.0,1112.0,35599.0,19628.0,15971.0,28798.0,15634.0,13164.0,6801.0,3994.0,2807.0,3526.0,1636.0,1890.0,355.0,176.0,179.0,3171.0,1460.0,1711.0,733.0,379.0,1332.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
39,3207.0,1602.0,1605.0,230.0,123.0,107.0,2977.0,1479.0,1498.0,3898.0,1898.0,2000.0,453.0,245.0,208.0,3445.0,1653.0,1792.0,3241.0,1511.0,1730.0,243.0,116.0,127.0,2998.0,1395.0,1603.0,2765.0,1042.0,1723.0,251.0,107.0,144.0,2514.0,935.0,1579.0,1552.0,728.0,824.0,281.0,152.0,129.0,1271.0,576.0,695.0,6470.0,2655.0,3815.0,1293.0,615.0,678.0,5177.0,2040.0,3137.0,6156.0,2214.0,3942.0,1544.0,785.0,759.0,4612.0,1429.0,3183.0,6798.0,3282.0,3516.0,1851.0,998.0,853.0,4947.0,2284.0,2663.0,3958.0,1597.0,2361.0,302.0,132.0,170.0,3656.0,1465.0,2191.0,5106.0,2476.0,2630.0,228.0,122.0,106.0,4878.0,2354.0,2524.0,3539.0,1678.0,1861.0,704.0,391.0,313.0,2835.0,1287.0,1548.0,15673.0,7990.0,7683.0,9663.0,5129.0,4534.0,6010.0,2861.0,3149.0,3007.0,1397.0,1610.0,291.0,133.0,158.0,2716.0,1264.0,1452.0,35517.0,19075.0,16442.0,29142.0,15543.0,13599.0,6375.0,3532.0,2843.0,3937.0,1858.0,2079.0,332.0,163.0,169.0,3605.0,1695.0,1910.0,868.0,427.0,1605.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
40,4159.0,1920.0,2239.0,267.0,152.0,115.0,3892.0,1768.0,2124.0,7018.0,3148.0,3870.0,836.0,457.0,379.0,6182.0,2691.0,3491.0,4807.0,2115.0,2692.0,422.0,244.0,178.0,4385.0,1871.0,2514.0,4140.0,1613.0,2527.0,438.0,207.0,231.0,3702.0,1406.0,2296.0,1992.0,937.0,1055.0,350.0,215.0,135.0,1642.0,722.0,920.0,10772.0,4380.0,6392.0,2028.0,1010.0,1018.0,8744.0,3370.0,5374.0,10312.0,3430.0,6882.0,1957.0,1004.0,953.0,8355.0,2426.0,5929.0,8679.0,4221.0,4458.0,2153.0,1239.0,914.0,6526.0,2982.0,3544.0,7366.0,3084.0,4282.0,444.0,207.0,237.0,6922.0,2877.0,4045.0,10375.0,4531.0,5844.0,243.0,137.0,106.0,10132.0,4394.0,5738.0,6202.0,2826.0,3376.0,992.0,572.0,420.0,5210.0,2254.0,2956.0,23929.0,12702.0,11227.0,15008.0,8671.0,6337.0,8921.0,4031.0,4890.0,3537.0,1657.0,1880.0,357.0,197.0,160.0,3180.0,1460.0,1720.0,49778.0,29727.0,20051.0,39520.0,23403.0,16117.0,10258.0,6324.0,3934.0,4742.0,2060.0,2682.0,431.0,226.0,205.0,4311.0,1834.0,2477.0,1521.0,717.0,2239.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
41,2165.0,1119.0,1046.0,158.0,75.0,83.0,2007.0,1044.0,963.0,2600.0,1339.0,1261.0,294.0,155.0,139.0,2306.0,1184.0,1122.0,2044.0,1008.0,1036.0,152.0,81.0,71.0,1892.0,927.0,965.0,2047.0,857.0,1190.0,207.0,90.0,117.0,1840.0,767.0,1073.0,1077.0,522.0,555.0,200.0,113.0,87.0,877.0,409.0,468.0,4099.0,1738.0,2361.0,878.0,440.0,438.0,3221.0,1298.0,1923.0,4280.0,1622.0,2658.0,1100.0,558.0,542.0,3180.0,1064.0,2116.0,4310.0,2131.0,2179.0,1205.0,624.0,581.0,3105.0,1507.0,1598.0,2693.0,1284.0,1409.0,215.0,96.0,119.0,2478.0,1188.0,1290.0,3174.0,1489.0,1685.0,136.0,73.0,63.0,3038.0,1416.0,1622.0,2454.0,1183.0,1271.0,514.0,275.0,239.0,1940.0,908.0,1032.0,10336.0,5419.0,4917.0,6586.0,3548.0,3038.0,3750.0,1871.0,1879.0,2008.0,1009.0,999.0,224.0,113.0,111.0,1784.0,896.0,888.0,25737.0,14347.0,11390.0,21010.0,11531.0,9479.0,4727.0,2816.0,1911.0,2937.0,1403.0,1534.0,253.0,133.0,120.0,2684.0,1270.0,1414.0,504.0,268.0,1046.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
42,2291.0,1186.0,1105.0,169.0,99.0,70.0,2122.0,1087.0,1035.0,3302.0,1572.0,1730.0,419.0,202.0,217.0,2883.0,1370.0,1513.0,2413.0,1214.0,1199.0,197.0,100.0,97.0,2216.0,1114.0,1102.0,2062.0,847.0,1215.0,232.0,106.0,126.0,1830.0,741.0,1089.0,1188.0,582.0,606.0,247.0,152.0,95.0,941.0,430.0,511.0,5220.0,2215.0,3005.0,1043.0,522.0,521.0,4177.0,1693.0,2484.0,5204.0,1940.0,3264.0,1293.0,646.0,647.0,3911.0,1294.0,2617.0,4540.0,2317.0,2223.0,1238.0,652.0,586.0,3302.0,1665.0,1637.0,3094.0,1379.0,1715.0,271.0,131.0,140.0,2823.0,1248.0,1575.0,4465.0,2180.0,2285.0,177.0,103.0,74.0,4288.0,2077.0,2211.0,2872.0,1445.0,1427.0,608.0,351.0,257.0,2264.0,1094.0,1170.0,12922.0,6762.0,6160.0,8339.0,4504.0,3835.0,4583.0,2258.0,2325.0,2065.0,1083.0,982.0,190.0,114.0,76.0,1875.0,969.0,906.0,29581.0,16893.0,12688.0,24126.0,13609.0,10517.0,5455.0,3284.0,2171.0,2980.0,1479.0,1501.0,301.0,153.0,148.0,2679.0,1326.0,1353.0,716.0,392.0,1105.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
43,2133.0,1061.0,1072.0,158.0,89.0,69.0,1975.0,972.0,1003.0,2599.0,1315.0,1284.0,304.0,163.0,141.0,2295.0,1152.0,1143.0,2107.0,1027.0,1080.0,161.0,88.0,73.0,1946.0,939.0,1007.0,1945.0,854.0,1091.0,200.0,87.0,113.0,1745.0,767.0,978.0,1038.0,493.0,545.0,190.0,110.0,80.0,848.0,383.0,465.0,4313.0,1825.0,2488.0,905.0,440.0,465.0,3408.0,1385.0,2023.0,4176.0,1597.0,2579.0,1088.0,558.0,530.0,3088.0,1039.0,2049.0,4039.0,2037.0,2002.0,1171.0,626.0,545.0,2868.0,1411.0,1457.0,2524.0,1170.0,1354.0,247.0,130.0,117.0,2277.0,1040.0,1237.0,3086.0,1585.0,1501.0,122.0,65.0,57.0,2964.0,1520.0,1444.0,2367.0,1179.0,1188.0,478.0,261.0,217.0,1889.0,918.0,971.0,10674.0,5634.0,5040.0,6830.0,3731.0,3099.0,3844.0,1903.0,1941.0,1895.0,973.0,922.0,204.0,123.0,81.0,1691.0,850.0,841.0,24515.0,13866.0,10649.0,20264.0,11425.0,8839.0,4251.0,2441.0,1810.0,2735.0,1365.0,1370.0,262.0,141.0,121.0,2473.0,1224.0,1249.0,443.0,260.0,1072.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
44,1801.0,913.0,888.0,110.0,69.0,41.0,1691.0,844.0,847.0,2169.0,1047.0,1122.0,263.0,123.0,140.0,1906.0,924.0,982.0,1956.0,961.0,995.0,140.0,75.0,65.0,1816.0,886.0,930.0,2025.0,857.0,1168.0,219.0,101.0,118.0,1806.0,756.0,1050.0,943.0,447.0,496.0,189.0,110.0,79.0,754.0,337.0,417.0,3614.0,1563.0,2051.0,746.0,380.0,366.0,2868.0,1183.0,1685.0,4192.0,1616.0,2576.0,1051.0,545.0,506.0,3141.0,1071.0,2070.0,3790.0,1958.0,1832.0,1040.0,554.0,486.0,2750.0,1404.0,1346.0,2386.0,1086.0,1300.0,235.0,116.0,119.0,2151.0,970.0,1181.0,2501.0,1325.0,1176.0,117.0,76.0,41.0,2384.0,1249.0,1135.0,1995.0,1021.0,974.0,431.0,230.0,201.0,1564.0,791.0,773.0,9760.0,5055.0,4705.0,6004.0,3208.0,2796.0,3756.0,1847.0,1909.0,1788.0,875.0,913.0,153.0,90.0,63.0,1635.0,785.0,850.0,21693.0,12046.0,9647.0,17917.0,9848.0,8069.0,3776.0,2198.0,1578.0,2553.0,1243.0,1310.0,246.0,141.0,105.0,2307.0,1102.0,1205.0,405.0,231.0,888.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
45,2821.0,1329.0,1492.0,192.0,116.0,76.0,2629.0,1213.0,1416.0,4205.0,1885.0,2320.0,547.0,290.0,257.0,3658.0,1595.0,2063.0,3287.0,1537.0,1750.0,272.0,156.0,116.0,3015.0,1381.0,1634.0,3037.0,1206.0,1831.0,356.0,185.0,171.0,2681.0,1021.0,1660.0,1641.0,802.0,839.0,245.0,158.0,87.0,1396.0,644.0,752.0,7572.0,3234.0,4338.0,1484.0,761.0,723.0,6088.0,2473.0,3615.0,7254.0,2560.0,4694.0,1413.0,751.0,662.0,5841.0,1809.0,4032.0,5808.0,2942.0,2866.0,1489.0,838.0,651.0,4319.0,2104.0,2215.0,4653.0,2032.0,2621.0,343.0,168.0,175.0,4310.0,1864.0,2446.0,6432.0,2887.0,3545.0,198.0,94.0,104.0,6234.0,2793.0,3441.0,3904.0,1898.0,2006.0,632.0,346.0,286.0,3272.0,1552.0,1720.0,16808.0,9342.0,7466.0,10659.0,6330.0,4329.0,6149.0,3012.0,3137.0,2496.0,1200.0,1296.0,246.0,141.0,105.0,2250.0,1059.0,1191.0,32628.0,19511.0,13117.0,26223.0,15666.0,10557.0,6405.0,3845.0,2560.0,3529.0,1680.0,1849.0,361.0,195.0,166.0,3168.0,1485.0,1683.0,821.0,423.0,1492.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
46,1638.0,792.0,846.0,140.0,72.0,68.0,1498.0,720.0,778.0,2033.0,961.0,1072.0,259.0,142.0,117.0,1774.0,819.0,955.0,1762.0,904.0,858.0,116.0,66.0,50.0,1646.0,838.0,808.0,1701.0,714.0,987.0,146.0,77.0,69.0,1555.0,637.0,918.0,827.0,381.0,446.0,147.0,76.0,71.0,680.0,305.0,375.0,3516.0,1499.0,2017.0,679.0,344.0,335.0,2837.0,1155.0,1682.0,3882.0,1483.0,2399.0,824.0,448.0,376.0,3058.0,1035.0,2023.0,3223.0,1669.0,1554.0,881.0,504.0,377.0,2342.0,1165.0,1177.0,2217.0,1026.0,1191.0,210.0,101.0,109.0,2007.0,925.0,1082.0,2647.0,1240.0,1407.0,78.0,41.0,37.0,2569.0,1199.0,1370.0,2120.0,1021.0,1099.0,386.0,230.0,156.0,1734.0,791.0,943.0,8508.0,4460.0,4048.0,5335.0,2878.0,2457.0,3173.0,1582.0,1591.0,1553.0,773.0,780.0,164.0,104.0,60.0,1389.0,669.0,720.0,18572.0,10284.0,8288.0,15330.0,8490.0,6840.0,3242.0,1794.0,1448.0,2261.0,1091.0,1170.0,230.0,120.0,110.0,2031.0,971.0,1060.0,397.0,190.0,846.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
47,1659.0,848.0,811.0,123.0,68.0,55.0,1536.0,780.0,756.0,2597.0,1256.0,1341.0,296.0,153.0,143.0,2301.0,1103.0,1198.0,1766.0,843.0,923.0,118.0,61.0,57.0,1648.0,782.0,866.0,1816.0,756.0,1060.0,180.0,74.0,106.0,1636.0,682.0,954.0,870.0,456.0,414.0,152.0,96.0,56.0,718.0,360.0,358.0,3988.0,1707.0,2281.0,782.0,398.0,384.0,3206.0,1309.0,1897.0,4098.0,1601.0,2497.0,909.0,475.0,434.0,3189.0,1126.0,2063.0,3314.0,1643.0,1671.0,954.0,508.0,446.0,2360.0,1135.0,1225.0,2411.0,1115.0,1296.0,216.0,105.0,111.0,2195.0,1010.0,1185.0,3024.0,1483.0,1541.0,89.0,47.0,42.0,2935.0,1436.0,1499.0,2040.0,983.0,1057.0,384.0,223.0,161.0,1656.0,760.0,896.0,8777.0,4655.0,4122.0,5458.0,2997.0,2461.0,3319.0,1658.0,1661.0,1521.0,767.0,754.0,170.0,88.0,82.0,1351.0,679.0,672.0,19509.0,10982.0,8527.0,16276.0,9125.0,7151.0,3233.0,1857.0,1376.0,2336.0,1164.0,1172.0,244.0,123.0,121.0,2092.0,1041.0,1051.0,434.0,243.0,811.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
48,1439.0,712.0,727.0,82.0,48.0,34.0,1357.0,664.0,693.0,1906.0,964.0,942.0,237.0,123.0,114.0,1669.0,841.0,828.0,1542.0,785.0,757.0,101.0,60.0,41.0,1441.0,725.0,716.0,1508.0,651.0,857.0,166.0,87.0,79.0,1342.0,564.0,778.0,823.0,360.0,463.0,124.0,62.0,62.0,699.0,298.0,401.0,3268.0,1337.0,1931.0,669.0,320.0,349.0,2599.0,1017.0,1582.0,3406.0,1356.0,2050.0,761.0,397.0,364.0,2645.0,959.0,1686.0,2735.0,1424.0,1311.0,805.0,433.0,372.0,1930.0,991.0,939.0,2020.0,889.0,1131.0,158.0,78.0,80.0,1862.0,811.0,1051.0,2128.0,1073.0,1055.0,99.0,51.0,48.0,2029.0,1022.0,1007.0,1851.0,957.0,894.0,312.0,181.0,131.0,1539.0,776.0,763.0,7996.0,4186.0,3810.0,4956.0,2693.0,2263.0,3040.0,1493.0,1547.0,1459.0,696.0,763.0,169.0,81.0,88.0,1290.0,615.0,675.0,16332.0,9135.0,7197.0,13665.0,7634.0,6031.0,2667.0,1501.0,1166.0,2067.0,1015.0,1052.0,186.0,105.0,81.0,1881.0,910.0,971.0,357.0,211.0,727.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
49,1860.0,851.0,1009.0,103.0,55.0,48.0,1757.0,796.0,961.0,2337.0,1173.0,1164.0,211.0,102.0,109.0,2126.0,1071.0,1055.0,1999.0,956.0,1043.0,110.0,57.0,53.0,1889.0,899.0,990.0,2166.0,860.0,1306.0,163.0,74.0,89.0,2003.0,786.0,1217.0,1047.0,457.0,590.0,135.0,70.0,65.0,912.0,387.0,525.0,4099.0,1736.0,2363.0,767.0,380.0,387.0,3332.0,1356.0,1976.0,4188.0,1558.0,2630.0,826.0,431.0,395.0,3362.0,1127.0,2235.0,4087.0,2041.0,2046.0,1095.0,581.0,514.0,2992.0,1460.0,1532.0,2496.0,1112.0,1384.0,200.0,103.0,97.0,2296.0,1009.0,1287.0,2631.0,1309.0,1322.0,89.0,47.0,42.0,2542.0,1262.0,1280.0,2196.0,1047.0,1149.0,355.0,195.0,160.0,1841.0,852.0,989.0,8656.0,4401.0,4255.0,5133.0,2695.0,2438.0,3523.0,1706.0,1817.0,1843.0,865.0,978.0,156.0,73.0,83.0,1687.0,792.0,895.0,17728.0,9690.0,8038.0,14749.0,8090.0,6659.0,2979.0,1600.0,1379.0,2362.0,1156.0,1206.0,207.0,109.0,98.0,2155.0,1047.0,1108.0,414.0,223.0,1009.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
50,2744.0,1194.0,1550.0,155.0,78.0,77.0,2589.0,1116.0,1473.0,4538.0,1981.0,2557.0,527.0,291.0,236.0,4011.0,1690.0,2321.0,3108.0,1377.0,1731.0,257.0,135.0,122.0,2851.0,1242.0,1609.0,3229.0,1204.0,2025.0,315.0,141.0,174.0,2914.0,1063.0,1851.0,1365.0,564.0,801.0,194.0,93.0,101.0,1171.0,471.0,700.0,7254.0,3044.0,4210.0,1184.0,563.0,621.0,6070.0,2481.0,3589.0,8075.0,2704.0,5371.0,1134.0,538.0,596.0,6941.0,2166.0,4775.0,5169.0,2424.0,2745.0,1187.0,614.0,573.0,3982.0,1810.0,2172.0,5072.0,2009.0,3063.0,296.0,141.0,155.0,4776.0,1868.0,2908.0,6888.0,3273.0,3615.0,142.0,78.0,64.0,6746.0,3195.0,3551.0,4186.0,2044.0,2142.0,546.0,307.0,239.0,3640.0,1737.0,1903.0,14005.0,7435.0,6570.0,8462.0,4840.0,3622.0,5543.0,2595.0,2948.0,2306.0,939.0,1367.0,179.0,94.0,85.0,2127.0,845.0,1282.0,25700.0,14400.0,11300.0,20558.0,11705.0,8853.0,5142.0,2695.0,2447.0,2948.0,1265.0,1683.0,266.0,142.0,124.0,2682.0,1123.0,1559.0,983.0,510.0,1550.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
51,1380.0,687.0,693.0,80.0,43.0,37.0,1300.0,644.0,656.0,1630.0,842.0,788.0,170.0,94.0,76.0,1460.0,748.0,712.0,1440.0,770.0,670.0,112.0,68.0,44.0,1328.0,702.0,626.0,1551.0,637.0,914.0,133.0,56.0,77.0,1418.0,581.0,837.0,714.0,325.0,389.0,101.0,58.0,43.0,613.0,267.0,346.0,3049.0,1303.0,1746.0,538.0,251.0,287.0,2511.0,1052.0,1459.0,3140.0,1165.0,1975.0,575.0,259.0,316.0,2565.0,906.0,1659.0,2635.0,1345.0,1290.0,665.0,346.0,319.0,1970.0,999.0,971.0,1953.0,841.0,1112.0,138.0,74.0,64.0,1815.0,767.0,1048.0,1948.0,1050.0,898.0,66.0,39.0,27.0,1882.0,1011.0,871.0,1494.0,715.0,779.0,242.0,130.0,112.0,1252.0,585.0,667.0,6478.0,3320.0,3158.0,3930.0,2039.0,1891.0,2548.0,1281.0,1267.0,1311.0,559.0,752.0,114.0,60.0,54.0,1197.0,499.0,698.0,13230.0,7140.0,6090.0,10913.0,5921.0,4992.0,2317.0,1219.0,1098.0,1960.0,949.0,1011.0,178.0,77.0,101.0,1782.0,872.0,910.0,276.0,156.0,693.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
