annee,theme,indicateur,rubrique,region,unite,valeur
2018,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Sud-Ouest,%,3.6
2003,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Burkina Faso,%,100.0
2009,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Burkina Faso,%,100.0
2014,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Burkina Faso,%,100.0
2003,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Boucle du Mouhoun,%,7.1
2009,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Boucle du Mouhoun,%,7.6
2014,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Boucle du Mouhoun,%,16.7
2003,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Cascades,%,18.5
2009,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Cascades,%,9.6
2014,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Cascades,%,1.6
2003,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre,%,3.8
2009,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre,%,7.7
2014,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre,%,2.6
2003,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Est,%,5.5
2009,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Est,%,14.6
2014,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Est,%,10.3
2003,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Nord,%,5.3
2009,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Nord,%,6.0
2014,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Nord,%,9.2
2003,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Ouest,%,4.6
2009,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Ouest,%,4.7
2014,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Ouest,%,9.4
2003,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Sud,%,8.4
2009,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Sud,%,8.3
2014,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Sud,%,4.0
2003,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Est,%,8.1
2009,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Est,%,5.1
2014,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Est,%,9.9
2003,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Hauts-Bassins,%,14.3
2009,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Hauts-Bassins,%,14.1
2014,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Hauts-Bassins,%,7.5
2003,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Nord,%,9.7
2009,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Nord,%,11.1
2014,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Nord,%,16.8
2003,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Plateau Central,%,4.0
2009,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Plateau Central,%,6.8
2014,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Plateau Central,%,5.3
2003,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Sahel,%,3.8
2009,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Sahel,%,1.6
2014,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Sahel,%,2.3
2003,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Sud-Ouest,%,6.8
2009,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Sud-Ouest,%,2.8
2014,economie,Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Sud-Ouest,%,4.6
2014,sante,Quelques indicateurs sur les conditions de vie des ménages,Accès à l'eau potable,,%,76.3
2018,sante,Quelques indicateurs sur les conditions de vie des ménages,Accès à l'eau potable,,%,78.1
2021,sante,Quelques indicateurs sur les conditions de vie des ménages,Accès à l'eau potable,,%,77.2
2014,sante,Quelques indicateurs sur les conditions de vie des ménages,Accès à l'eau potable,,%,93.5
2018,sante,Quelques indicateurs sur les conditions de vie des ménages,Accès à l'eau potable,,%,94.9
2021,sante,Quelques indicateurs sur les conditions de vie des ménages,Accès à l'eau potable,,%,91.3
2014,sante,Quelques indicateurs sur les conditions de vie des ménages,Accès à l'eau potable,,%,69.6
2018,sante,Quelques indicateurs sur les conditions de vie des ménages,Accès à l'eau potable,,%,70.4
2021,sante,Quelques indicateurs sur les conditions de vie des ménages,Accès à l'eau potable,,%,71.2
2014,sante,Quelques indicateurs sur les conditions de vie des ménages,Accès à l'assainissement (Latrine améliorée),,%,8.1
2018,sante,Quelques indicateurs sur les conditions de vie des ménages,Accès à l'assainissement (Latrine améliorée),,%,14.4
2021,sante,Quelques indicateurs sur les conditions de vie des ménages,Accès à l'assainissement (Latrine améliorée),,%,15.2
2014,sante,Quelques indicateurs sur les conditions de vie des ménages,Accès à l'assainissement (Latrine améliorée),,%,18.8
2018,sante,Quelques indicateurs sur les conditions de vie des ménages,Accès à l'assainissement (Latrine améliorée),,%,30.1
2021,sante,Quelques indicateurs sur les conditions de vie des ménages,Accès à l'assainissement (Latrine améliorée),,%,29.3
2014,sante,Quelques indicateurs sur les conditions de vie des ménages,Accès à l'assainissement (Latrine améliorée),,%,3.9
2018,sante,Quelques indicateurs sur les conditions de vie des ménages,Accès à l'assainissement (Latrine améliorée),,%,7.3
2021,sante,Quelques indicateurs sur les conditions de vie des ménages,Accès à l'assainissement (Latrine améliorée),,%,9.2
2014,sante,Quelques indicateurs sur les conditions de vie des ménages,% de ménage utilisant principalement les Combustibles solides (bois et dérivés) comme source d'énergie,,%,90.1
2018,sante,Quelques indicateurs sur les conditions de vie des ménages,% de ménage utilisant principalement les Combustibles solides (bois et dérivés) comme source d'énergie,,%,76.1
2014,sante,Quelques indicateurs sur les conditions de vie des ménages,% de ménage utilisant principalement les Combustibles solides (bois et dérivés) comme source d'énergie,,%,68.2
2018,sante,Quelques indicateurs sur les conditions de vie des ménages,% de ménage utilisant principalement les Combustibles solides (bois et dérivés) comme source d'énergie,,%,35.9
2014,sante,Quelques indicateurs sur les conditions de vie des ménages,% de ménage utilisant principalement les Combustibles solides (bois et dérivés) comme source d'énergie,,%,98.7
2018,sante,Quelques indicateurs sur les conditions de vie des ménages,% de ménage utilisant principalement les Combustibles solides (bois et dérivés) comme source d'énergie,,%,94.4
2018,economie,Revenu des emplois des ménages,Burkina Faso,,FCFA,1614881127097.0
2018,economie,Revenu des emplois des ménages,Boucle du Mouhoun,,FCFA,44807688898.0
2018,economie,Revenu des emplois des ménages,Cascades,,FCFA,44935686153.0
2018,economie,Revenu des emplois des ménages,Centre,,FCFA,942997994069.0
2018,economie,Revenu des emplois des ménages,Centre-Est,,FCFA,50313003565.0
2018,economie,Revenu des emplois des ménages,Centre-Nord,,FCFA,43582394699.0
2018,economie,Revenu des emplois des ménages,Centre-Ouest,,FCFA,64115210269.0
2018,economie,Revenu des emplois des ménages,Centre-Sud,,FCFA,21315928313.0
2018,economie,Revenu des emplois des ménages,Est,,FCFA,50937034714.0
2018,economie,Revenu des emplois des ménages,Hauts Bassins,,FCFA,138891614939.0
2018,economie,Revenu des emplois des ménages,Nord,,FCFA,56754751549.0
2018,economie,Revenu des emplois des ménages,Plateau-Central,,FCFA,24132315092.0
2018,economie,Revenu des emplois des ménages,Sahel,,FCFA,102752391253.0
2018,economie,Revenu des emplois des ménages,Sud-Ouest,,FCFA,29345113585.0
2018,economie,Revenu des emplois des ménages,Urbain,,FCFA,1233042433273.0
2018,economie,Revenu des emplois des ménages,Rural,,FCFA,381838693824.0
2018,economie,Revenu des emplois des ménages,Masculin,,FCFA,1413452886726.0
2018,economie,Revenu des emplois des ménages,Féminin,,FCFA,201428240371.0
2018,economie,Revenu des emplois des ménages,Aucun,,FCFA,625264086233.0
2018,economie,Revenu des emplois des ménages,Primaire,,FCFA,111234900136.0
2018,economie,Revenu des emplois des ménages,Post primaire,,FCFA,154019543691.0
2018,economie,Revenu des emplois des ménages,Secondaire et plus,,FCFA,724362597037.0
2018,economie,Revenu des emplois des ménages,Inactif,,FCFA,113251415271.0
2018,economie,Revenu des emplois des ménages,Agriculture,,FCFA,183831010333.0
2018,economie,Revenu des emplois des ménages,Industrie,,FCFA,172022336831.0
2018,economie,Revenu des emplois des ménages,Service,,FCFA,1145776364662.0
2018,economie,Revenu des emplois des ménages,Burkina Faso,,FCFA,6288176584054.0
2018,economie,Revenu des emplois des ménages,Boucle du Mouhoun,,FCFA,441713284003.0
2018,economie,Revenu des emplois des ménages,Cascades,,FCFA,294839671894.0
2018,economie,Revenu des emplois des ménages,Centre,,FCFA,2665000245789.0
2018,economie,Revenu des emplois des ménages,Centre-Est,,FCFA,428889817434.0
2018,economie,Revenu des emplois des ménages,Centre-Nord,,FCFA,150970830565.0
2018,economie,Revenu des emplois des ménages,Centre-Ouest,,FCFA,240455059624.0
2018,economie,Revenu des emplois des ménages,Centre-Sud,,FCFA,185491087364.0
2018,economie,Revenu des emplois des ménages,Est,,FCFA,259310646523.0
2018,economie,Revenu des emplois des ménages,Hauts Bassins,,FCFA,877633785733.0
2018,economie,Revenu des emplois des ménages,Nord,,FCFA,201562948726.0
2018,economie,Revenu des emplois des ménages,Plateau-Central,,FCFA,134876279932.0
2018,economie,Revenu des emplois des ménages,Sahel,,FCFA,244845117399.0
2018,economie,Revenu des emplois des ménages,Sud-Ouest,,FCFA,162587809069.0
2018,economie,Revenu des emplois des ménages,Urbain,,FCFA,3949964583766.0
2018,economie,Revenu des emplois des ménages,Rural,,FCFA,2338212000288.0
2018,economie,Revenu des emplois des ménages,Masculin,,FCFA,5835655173275.0
2018,economie,Revenu des emplois des ménages,Féminin,,FCFA,452521410779.0
2018,economie,Revenu des emplois des ménages,Aucun,,FCFA,2913323469309.0
2018,economie,Revenu des emplois des ménages,Primaire,,FCFA,711092510505.0
2018,economie,Revenu des emplois des ménages,Post primaire,,FCFA,527274024958.0
2018,economie,Revenu des emplois des ménages,Secondaire et plus,,FCFA,2136486579281.0
2018,economie,Revenu des emplois des ménages,Inactif,,FCFA,399680081033.0
2018,economie,Revenu des emplois des ménages,Agriculture,,FCFA,1847947044316.0
2018,economie,Revenu des emplois des ménages,Industrie,,FCFA,447332340304.0
2018,economie,Revenu des emplois des ménages,Service,,FCFA,3593217118400.0
2018,economie,Revenu des emplois des ménages,Burkina Faso,,%,25.7
2018,economie,Revenu des emplois des ménages,Boucle du Mouhoun,,%,10.1
2018,economie,Revenu des emplois des ménages,Cascades,,%,15.2
2018,economie,Revenu des emplois des ménages,Centre,,%,35.4
2018,economie,Revenu des emplois des ménages,Centre-Est,,%,11.7
2018,economie,Revenu des emplois des ménages,Centre-Nord,,%,28.9
2018,economie,Revenu des emplois des ménages,Centre-Ouest,,%,26.7
2018,economie,Revenu des emplois des ménages,Centre-Sud,,%,11.5
2018,economie,Revenu des emplois des ménages,Est,,%,19.6
2018,economie,Revenu des emplois des ménages,Hauts Bassins,,%,15.8
2018,economie,Revenu des emplois des ménages,Nord,,%,28.2
2018,economie,Revenu des emplois des ménages,Plateau-Central,,%,17.9
2018,economie,Revenu des emplois des ménages,Sahel,,%,42.0
2018,economie,Revenu des emplois des ménages,Sud-Ouest,,%,18.0
2018,economie,Revenu des emplois des ménages,Urbain,,%,31.2
2018,economie,Revenu des emplois des ménages,Rural,,%,16.3
2018,economie,Revenu des emplois des ménages,Masculin,,%,24.2
2018,economie,Revenu des emplois des ménages,Féminin,,%,44.5
2018,economie,Revenu des emplois des ménages,Aucun,,%,21.5
2018,economie,Revenu des emplois des ménages,Primaire,,%,15.6
2018,economie,Revenu des emplois des ménages,Post primaire,,%,29.2
2018,economie,Revenu des emplois des ménages,Secondaire et plus,,%,33.9
2018,economie,Revenu des emplois des ménages,Inactif,,%,28.3
2018,economie,Revenu des emplois des ménages,Agriculture,,%,9.9
2018,economie,Revenu des emplois des ménages,Industrie,,%,38.5
2018,economie,Revenu des emplois des ménages,Service,,%,31.9
2018,economie,Revenu des emplois des ménages,Burkina Faso,,FCFA,501376.7
2018,economie,Revenu des emplois des ménages,Boucle du Mouhoun,,FCFA,268845.2
2018,economie,Revenu des emplois des ménages,Cascades,,FCFA,279139.4
2018,economie,Revenu des emplois des ménages,Centre,,FCFA,845608.0
2018,economie,Revenu des emplois des ménages,Centre-Est,,FCFA,337153.7
2018,economie,Revenu des emplois des ménages,Centre-Nord,,FCFA,153836.0
2018,economie,Revenu des emplois des ménages,Centre-Ouest,,FCFA,452104.9
2018,economie,Revenu des emplois des ménages,Centre-Sud,,FCFA,247319.8
2018,economie,Revenu des emplois des ménages,Est,,FCFA,330247.1
2018,economie,Revenu des emplois des ménages,Hauts Bassins,,FCFA,342070.7
2018,economie,Revenu des emplois des ménages,Nord,,FCFA,202048.1
2018,economie,Revenu des emplois des ménages,Plateau-Central,,FCFA,251457.2
2018,economie,Revenu des emplois des ménages,Sahel,,FCFA,402531.8
2018,economie,Revenu des emplois des ménages,Sud-Ouest,,FCFA,243204.4
2018,economie,Revenu des emplois des ménages,Urbain,,FCFA,686110.8
2018,economie,Revenu des emplois des ménages,Rural,,FCFA,217400.6
2018,economie,Revenu des emplois des ménages,Masculin,,FCFA,505394.8
2018,economie,Revenu des emplois des ménages,Féminin,,FCFA,471377.9
2018,economie,Revenu des emplois des ménages,Aucun,,FCFA,350236.7
2018,economie,Revenu des emplois des ménages,Primaire,,FCFA,202068.2
2018,economie,Revenu des emplois des ménages,Post primaire,,FCFA,386714.4
2018,economie,Revenu des emplois des ménages,Secondaire et plus,,FCFA,1097634.5
2018,economie,Revenu des emplois des ménages,Inactif,,FCFA,253650.8
2018,economie,Revenu des emplois des ménages,Agriculture,,FCFA,118981.4
2018,economie,Revenu des emplois des ménages,Industrie,,FCFA,813051.5
2018,economie,Revenu des emplois des ménages,Service,,FCFA,702500.2
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Robinet privé,Haut-Bassins,%,8.8
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Borne fontaine/Robinet public,Haut-Bassins,%,9.1
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits ouverts,Haut-Bassins,%,43.1
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits couverts,Haut-Bassins,%,4.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Forage,Haut-Bassins,%,34.3
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Sources,Haut-Bassins,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Fleuve/Rivière/Lac/Barrage,Haut-Bassins,%,0.3
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Eau en bouteille,Haut-Bassins,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Vendeur ambulant,Haut-Bassins,%,0.3
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Autre,Haut-Bassins,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Total,Haut-Bassins,%,100.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Robinet privé,Boucle du Mouhoun,%,12.5
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Borne fontaine/Robinet public,Boucle du Mouhoun,%,21.1
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits ouverts,Boucle du Mouhoun,%,9.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits couverts,Boucle du Mouhoun,%,6.3
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Forage,Boucle du Mouhoun,%,50.7
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Sources,Boucle du Mouhoun,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Fleuve/Rivière/Lac/Barrage,Boucle du Mouhoun,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Eau en bouteille,Boucle du Mouhoun,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Vendeur ambulant,Boucle du Mouhoun,%,0.1
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Autre,Boucle du Mouhoun,%,0.3
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Total,Boucle du Mouhoun,%,100.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Robinet privé,Sahel,%,74.6
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Borne fontaine/Robinet public,Sahel,%,19.9
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits ouverts,Sahel,%,0.1
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits couverts,Sahel,%,0.1
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Forage,Sahel,%,3.9
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Sources,Sahel,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Fleuve/Rivière/Lac/Barrage,Sahel,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Eau en bouteille,Sahel,%,0.1
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Vendeur ambulant,Sahel,%,0.9
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Autre,Sahel,%,0.4
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Total,Sahel,%,100.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Robinet privé,Est,%,7.2
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Borne fontaine/Robinet public,Est,%,23.3
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits ouverts,Est,%,9.2
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits couverts,Est,%,1.5
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Forage,Est,%,57.5
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Sources,Est,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Fleuve/Rivière/Lac/Barrage,Est,%,1.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Eau en bouteille,Est,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Vendeur ambulant,Est,%,0.3
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Autre,Est,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Total,Est,%,100.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Robinet privé,Sud-Ouest,%,3.7
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Borne fontaine/Robinet public,Sud-Ouest,%,9.4
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits ouverts,Sud-Ouest,%,15.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits couverts,Sud-Ouest,%,1.3
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Forage,Sud-Ouest,%,70.3
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Sources,Sud-Ouest,%,0.3
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Fleuve/Rivière/Lac/Barrage,Sud-Ouest,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Eau en bouteille,Sud-Ouest,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Vendeur ambulant,Sud-Ouest,%,0.1
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Autre,Sud-Ouest,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Total,Sud-Ouest,%,100.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Robinet privé,Centre-Nord,%,9.1
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Borne fontaine/Robinet public,Centre-Nord,%,24.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits ouverts,Centre-Nord,%,26.6
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits couverts,Centre-Nord,%,2.3
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Forage,Centre-Nord,%,31.6
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Sources,Centre-Nord,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Fleuve/Rivière/Lac/Barrage,Centre-Nord,%,1.6
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Eau en bouteille,Centre-Nord,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Vendeur ambulant,Centre-Nord,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Autre,Centre-Nord,%,4.9
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Total,Centre-Nord,%,100.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Robinet privé,Centre-Ouest,%,3.6
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Borne fontaine/Robinet public,Centre-Ouest,%,34.1
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits ouverts,Centre-Ouest,%,6.1
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits couverts,Centre-Ouest,%,2.9
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Forage,Centre-Ouest,%,52.2
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Sources,Centre-Ouest,%,0.4
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Fleuve/Rivière/Lac/Barrage,Centre-Ouest,%,0.7
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Eau en bouteille,Centre-Ouest,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Vendeur ambulant,Centre-Ouest,%,0.1
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Autre,Centre-Ouest,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Total,Centre-Ouest,%,100.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Robinet privé,Plateur Central,%,3.7
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Borne fontaine/Robinet public,Plateur Central,%,15.1
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits ouverts,Plateur Central,%,12.4
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits couverts,Plateur Central,%,1.2
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Forage,Plateur Central,%,66.4
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Sources,Plateur Central,%,0.2
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Fleuve/Rivière/Lac/Barrage,Plateur Central,%,0.9
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Eau en bouteille,Plateur Central,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Vendeur ambulant,Plateur Central,%,0.1
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Autre,Plateur Central,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Total,Plateur Central,%,100.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Robinet privé,Nord,%,25.8
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Borne fontaine/Robinet public,Nord,%,30.6
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits ouverts,Nord,%,17.8
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits couverts,Nord,%,3.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Forage,Nord,%,17.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Sources,Nord,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Fleuve/Rivière/Lac/Barrage,Nord,%,0.9
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Eau en bouteille,Nord,%,0.2
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Vendeur ambulant,Nord,%,4.2
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Autre,Nord,%,0.6
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Total,Nord,%,100.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Robinet privé,Centre-Est,%,9.7
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Borne fontaine/Robinet public,Centre-Est,%,8.8
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits ouverts,Centre-Est,%,46.8
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Puits couverts,Centre-Est,%,5.6
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Forage,Centre-Est,%,29.1
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Sources,Centre-Est,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Fleuve/Rivière/Lac/Barrage,Centre-Est,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Eau en bouteille,Centre-Est,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Vendeur ambulant,Centre-Est,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Autre,Centre-Est,%,0.0
2018,sante,Répartition des ménages par région selon le mode d'approvisionnement en eau,Total,Centre-Est,%,100.0
