"indicateur","region","infrastructures","Unit","Date","Value"
"Infrastructures sanitaires par région à partir de 2017","Centre-Sud","Formation Sanitaire Privée","Nombre","2020","8"
"Infrastructures sanitaires par région à partir de 2017","Centre-Sud","Formation Sanitaire Privée","Nombre","2021","10"
"Infrastructures sanitaires par région à partir de 2017","Centre-Sud","Formation Sanitaire Privée","Nombre","2022","12"
"Infrastructures sanitaires par région à partir de 2017","Centre-Sud","0fficines et Dépôts  privés","Nombre","2017","41"
"Infrastructures sanitaires par région à partir de 2017","Centre-Sud","0fficines et Dépôts  privés","Nombre","2018","48"
"Infrastructures sanitaires par région à partir de 2017","Centre-Sud","0fficines et Dépôts  privés","Nombre","2020","68"
"Infrastructures sanitaires par région à partir de 2017","Centre-Sud","0fficines et Dépôts  privés","Nombre","2021","69"
"Infrastructures sanitaires par région à partir de 2017","Centre-Sud","0fficines et Dépôts  privés","Nombre","2022","73"
"Infrastructures sanitaires par région à partir de 2017","Centre-Sud","Infirmerie de garnison","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Centre-Sud","Infirmerie de garnison","Nombre","2020","1"
"Infrastructures sanitaires par région à partir de 2017","Centre-Sud","Infirmerie de garnison","Nombre","2021","1"
"Infrastructures sanitaires par région à partir de 2017","Centre-Sud","Infirmerie/SST","Nombre","2017","1"
"Infrastructures sanitaires par région à partir de 2017","Centre-Sud","Infirmerie/SST","Nombre","2020","1"
"Infrastructures sanitaires par région à partir de 2017","Centre-Sud","Infirmerie/SST","Nombre","2021","1"
"Infrastructures sanitaires par région à partir de 2017","Centre-Sud","Infirmerie/SST","Nombre","2022","2"
"Infrastructures sanitaires par région à partir de 2017","Centre-Sud","Infirmerie/SST","Nombre","2023","2"
"Infrastructures sanitaires par région à partir de 2017","Centre-Sud","Autres (CREN,…)","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Hospitalier Universitaire","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Hospitalier Universitaire","Nombre","2018","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Hospitalier Universitaire","Nombre","2019","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Hospitalier Universitaire","Nombre","2020","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Hospitalier Universitaire","Nombre","2021","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Hospitalier Universitaire","Nombre","2022","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Hospitalier Universitaire","Nombre","2023","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Hospitalier Régional","Nombre","2017","1"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Hospitalier Régional","Nombre","2018","1"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Hospitalier Régional","Nombre","2019","1"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Hospitalier Régional","Nombre","2020","1"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Hospitalier Régional","Nombre","2021","1"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Hospitalier Régional","Nombre","2022","1"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Hospitalier Régional","Nombre","2023","1"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Médical avec Antenne chirurgicale","Nombre","2017","4"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Médical avec Antenne chirurgicale","Nombre","2018","4"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Médical avec Antenne chirurgicale","Nombre","2019","4"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Médical avec Antenne chirurgicale","Nombre","2020","4"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Médical avec Antenne chirurgicale","Nombre","2021","4"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Médical avec Antenne chirurgicale","Nombre","2022","4"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Médical avec Antenne chirurgicale","Nombre","2023","4"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Médical","Nombre","2017","4"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Médical","Nombre","2018","10"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Médical","Nombre","2019","6"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Médical","Nombre","2020","6"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Médical","Nombre","2021","6"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Médical","Nombre","2022","10"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre Médical","Nombre","2023","11"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre de Santé et de Promotion Sociale","Nombre","2017","140"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre de Santé et de Promotion Sociale","Nombre","2018","155"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre de Santé et de Promotion Sociale","Nombre","2019","153"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre de Santé et de Promotion Sociale","Nombre","2020","157"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre de Santé et de Promotion Sociale","Nombre","2021","162"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre de Santé et de Promotion Sociale","Nombre","2022","174"
"Infrastructures sanitaires par région à partir de 2017","Est","Centre de Santé et de Promotion Sociale","Nombre","2023","173"
"Infrastructures sanitaires par région à partir de 2017","Est","Dispensaire","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Dispensaire","Nombre","2018","4"
"Infrastructures sanitaires par région à partir de 2017","Est","Dispensaire","Nombre","2019","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Dispensaire","Nombre","2020","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Dispensaire","Nombre","2021","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Dispensaire","Nombre","2022","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Dispensaire","Nombre","2023","1"
"Infrastructures sanitaires par région à partir de 2017","Est","Maternités isolées","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Maternités isolées","Nombre","2018","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Maternités isolées","Nombre","2019","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Maternités isolées","Nombre","2020","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Maternités isolées","Nombre","2021","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Maternités isolées","Nombre","2022","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Maternités isolées","Nombre","2023","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Formation Sanitaire Privée","Nombre","2017","12"
"Infrastructures sanitaires par région à partir de 2017","Est","Formation Sanitaire Privée","Nombre","2020","15"
"Infrastructures sanitaires par région à partir de 2017","Est","Formation Sanitaire Privée","Nombre","2021","20"
"Infrastructures sanitaires par région à partir de 2017","Est","Formation Sanitaire Privée","Nombre","2022","26"
"Infrastructures sanitaires par région à partir de 2017","Est","0fficines et Dépôts  privés","Nombre","2017","52"
"Infrastructures sanitaires par région à partir de 2017","Est","0fficines et Dépôts  privés","Nombre","2018","53"
"Infrastructures sanitaires par région à partir de 2017","Est","0fficines et Dépôts  privés","Nombre","2020","54"
"Infrastructures sanitaires par région à partir de 2017","Est","0fficines et Dépôts  privés","Nombre","2021","60"
"Infrastructures sanitaires par région à partir de 2017","Est","0fficines et Dépôts  privés","Nombre","2022","86"
"Infrastructures sanitaires par région à partir de 2017","Est","Infirmerie de garnison","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Infirmerie de garnison","Nombre","2020","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Infirmerie de garnison","Nombre","2021","0"
"Infrastructures sanitaires par région à partir de 2017","Est","Infirmerie/SST","Nombre","2017","8"
"Infrastructures sanitaires par région à partir de 2017","Est","Infirmerie/SST","Nombre","2020","12"
"Infrastructures sanitaires par région à partir de 2017","Est","Infirmerie/SST","Nombre","2021","14"
"Infrastructures sanitaires par région à partir de 2017","Est","Infirmerie/SST","Nombre","2022","15"
"Infrastructures sanitaires par région à partir de 2017","Est","Infirmerie/SST","Nombre","2023","15"
"Infrastructures sanitaires par région à partir de 2017","Est","Autres (CREN,…)","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Hospitalier Universitaire","Nombre","2017","1"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Hospitalier Universitaire","Nombre","2018","1"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Hospitalier Universitaire","Nombre","2019","1"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Hospitalier Universitaire","Nombre","2020","1"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Hospitalier Universitaire","Nombre","2021","1"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Hospitalier Universitaire","Nombre","2022","1"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Hospitalier Universitaire","Nombre","2023","1"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Hospitalier Régional","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Hospitalier Régional","Nombre","2018","0"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Hospitalier Régional","Nombre","2019","0"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Hospitalier Régional","Nombre","2020","0"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Hospitalier Régional","Nombre","2021","0"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Hospitalier Régional","Nombre","2022","0"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Hospitalier Régional","Nombre","2023","0"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Médical avec Antenne chirurgicale","Nombre","2017","5"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Médical avec Antenne chirurgicale","Nombre","2018","5"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Médical avec Antenne chirurgicale","Nombre","2019","5"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Médical avec Antenne chirurgicale","Nombre","2020","5"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Médical avec Antenne chirurgicale","Nombre","2021","5"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Médical avec Antenne chirurgicale","Nombre","2022","5"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Médical avec Antenne chirurgicale","Nombre","2023","5"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Médical","Nombre","2017","2"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Médical","Nombre","2018","9"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Médical","Nombre","2019","3"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Médical","Nombre","2020","3"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Médical","Nombre","2021","4"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Médical","Nombre","2022","5"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre Médical","Nombre","2023","14"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre de Santé et de Promotion Sociale","Nombre","2017","182"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre de Santé et de Promotion Sociale","Nombre","2018","184"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre de Santé et de Promotion Sociale","Nombre","2019","188"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre de Santé et de Promotion Sociale","Nombre","2020","195"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre de Santé et de Promotion Sociale","Nombre","2021","203"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre de Santé et de Promotion Sociale","Nombre","2022","205"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Centre de Santé et de Promotion Sociale","Nombre","2023","204"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Dispensaire","Nombre","2017","2"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Dispensaire","Nombre","2018","10"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Dispensaire","Nombre","2019","2"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Dispensaire","Nombre","2020","2"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Dispensaire","Nombre","2021","2"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Dispensaire","Nombre","2022","1"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Dispensaire","Nombre","2023","2"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Maternités isolées","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Maternités isolées","Nombre","2018","0"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Maternités isolées","Nombre","2019","0"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Maternités isolées","Nombre","2020","0"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Maternités isolées","Nombre","2021","0"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Maternités isolées","Nombre","2022","0"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Maternités isolées","Nombre","2023","0"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Formation Sanitaire Privée","Nombre","2017","82"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Formation Sanitaire Privée","Nombre","2020","94"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Formation Sanitaire Privée","Nombre","2021","110"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Formation Sanitaire Privée","Nombre","2022","118"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","0fficines et Dépôts  privés","Nombre","2017","132"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","0fficines et Dépôts  privés","Nombre","2018","126"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","0fficines et Dépôts  privés","Nombre","2020","141"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","0fficines et Dépôts  privés","Nombre","2021","156"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","0fficines et Dépôts  privés","Nombre","2022","151"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Infirmerie de garnison","Nombre","2017","1"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Infirmerie de garnison","Nombre","2020","1"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Infirmerie de garnison","Nombre","2021","0"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Infirmerie/SST","Nombre","2017","13"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Infirmerie/SST","Nombre","2020","30"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Infirmerie/SST","Nombre","2021","35"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Infirmerie/SST","Nombre","2022","42"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Infirmerie/SST","Nombre","2023","42"
"Infrastructures sanitaires par région à partir de 2017","Hauts-Bassins","Autres (CREN,…)","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Hospitalier Universitaire","Nombre","2017","1"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Hospitalier Universitaire","Nombre","2018","1"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Hospitalier Universitaire","Nombre","2019","1"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Hospitalier Universitaire","Nombre","2020","1"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Hospitalier Universitaire","Nombre","2021","1"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Hospitalier Universitaire","Nombre","2022","1"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Hospitalier Universitaire","Nombre","2023","1"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Hospitalier Régional","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Hospitalier Régional","Nombre","2018","0"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Hospitalier Régional","Nombre","2019","0"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Hospitalier Régional","Nombre","2020","0"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Hospitalier Régional","Nombre","2021","0"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Hospitalier Régional","Nombre","2022","0"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Hospitalier Régional","Nombre","2023","0"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Médical avec Antenne chirurgicale","Nombre","2017","4"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Médical avec Antenne chirurgicale","Nombre","2018","4"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Médical avec Antenne chirurgicale","Nombre","2019","4"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Médical avec Antenne chirurgicale","Nombre","2020","4"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Médical avec Antenne chirurgicale","Nombre","2021","4"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Médical avec Antenne chirurgicale","Nombre","2022","4"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Médical avec Antenne chirurgicale","Nombre","2023","4"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Médical","Nombre","2017","2"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Médical","Nombre","2018","5"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Médical","Nombre","2019","3"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Médical","Nombre","2020","3"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Médical","Nombre","2021","3"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Médical","Nombre","2022","8"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre Médical","Nombre","2023","9"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre de Santé et de Promotion Sociale","Nombre","2017","182"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre de Santé et de Promotion Sociale","Nombre","2018","194"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre de Santé et de Promotion Sociale","Nombre","2019","213"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre de Santé et de Promotion Sociale","Nombre","2020","227"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre de Santé et de Promotion Sociale","Nombre","2021","230"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre de Santé et de Promotion Sociale","Nombre","2022","236"
"Infrastructures sanitaires par région à partir de 2017","Nord","Centre de Santé et de Promotion Sociale","Nombre","2023","237"
"Infrastructures sanitaires par région à partir de 2017","Nord","Dispensaire","Nombre","2017","28"
"Infrastructures sanitaires par région à partir de 2017","Nord","Dispensaire","Nombre","2018","23"
"Infrastructures sanitaires par région à partir de 2017","Nord","Dispensaire","Nombre","2019","23"
"Infrastructures sanitaires par région à partir de 2017","Nord","Dispensaire","Nombre","2020","13"
"Infrastructures sanitaires par région à partir de 2017","Nord","Dispensaire","Nombre","2021","13"
"Infrastructures sanitaires par région à partir de 2017","Nord","Dispensaire","Nombre","2022","2"
"Infrastructures sanitaires par région à partir de 2017","Nord","Dispensaire","Nombre","2023","2"
"Infrastructures sanitaires par région à partir de 2017","Nord","Maternités isolées","Nombre","2017","2"
"Infrastructures sanitaires par région à partir de 2017","Nord","Maternités isolées","Nombre","2018","2"
"Infrastructures sanitaires par région à partir de 2017","Nord","Maternités isolées","Nombre","2019","2"
"Infrastructures sanitaires par région à partir de 2017","Nord","Maternités isolées","Nombre","2020","2"
"Infrastructures sanitaires par région à partir de 2017","Nord","Maternités isolées","Nombre","2021","2"
"Infrastructures sanitaires par région à partir de 2017","Nord","Maternités isolées","Nombre","2022","1"
"Infrastructures sanitaires par région à partir de 2017","Nord","Maternités isolées","Nombre","2023","2"
"Infrastructures sanitaires par région à partir de 2017","Nord","Formation Sanitaire Privée","Nombre","2017","15"
"Infrastructures sanitaires par région à partir de 2017","Nord","Formation Sanitaire Privée","Nombre","2020","22"
"Infrastructures sanitaires par région à partir de 2017","Nord","Formation Sanitaire Privée","Nombre","2021","23"
"Infrastructures sanitaires par région à partir de 2017","Nord","Formation Sanitaire Privée","Nombre","2022","27"
"Infrastructures sanitaires par région à partir de 2017","Nord","0fficines et Dépôts  privés","Nombre","2017","87"
"Infrastructures sanitaires par région à partir de 2017","Nord","0fficines et Dépôts  privés","Nombre","2018","55"
"Infrastructures sanitaires par région à partir de 2017","Nord","0fficines et Dépôts  privés","Nombre","2020","85"
"Infrastructures sanitaires par région à partir de 2017","Nord","0fficines et Dépôts  privés","Nombre","2021","85"
"Infrastructures sanitaires par région à partir de 2017","Nord","0fficines et Dépôts  privés","Nombre","2022","91"
"Infrastructures sanitaires par région à partir de 2017","Nord","Infirmerie de garnison","Nombre","2017","1"
"Infrastructures sanitaires par région à partir de 2017","Nord","Infirmerie de garnison","Nombre","2020","8"
"Infrastructures sanitaires par région à partir de 2017","Nord","Infirmerie de garnison","Nombre","2021","1"
"Infrastructures sanitaires par région à partir de 2017","Nord","Infirmerie/SST","Nombre","2017","5"
"Infrastructures sanitaires par région à partir de 2017","Nord","Infirmerie/SST","Nombre","2020","6"
"Infrastructures sanitaires par région à partir de 2017","Nord","Infirmerie/SST","Nombre","2021","6"
"Infrastructures sanitaires par région à partir de 2017","Nord","Infirmerie/SST","Nombre","2022","11"
"Infrastructures sanitaires par région à partir de 2017","Nord","Infirmerie/SST","Nombre","2023","11"
"Infrastructures sanitaires par région à partir de 2017","Nord","Autres (CREN,…)","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Hospitalier Universitaire","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Hospitalier Universitaire","Nombre","2018","0"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Hospitalier Universitaire","Nombre","2019","0"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Hospitalier Universitaire","Nombre","2020","0"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Hospitalier Universitaire","Nombre","2021","0"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Hospitalier Universitaire","Nombre","2022","0"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Hospitalier Universitaire","Nombre","2023","0"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Hospitalier Régional","Nombre","2017","0"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Hospitalier Régional","Nombre","2018","0"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Hospitalier Régional","Nombre","2019","1"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Hospitalier Régional","Nombre","2020","1"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Hospitalier Régional","Nombre","2021","1"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Hospitalier Régional","Nombre","2022","1"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Hospitalier Régional","Nombre","2023","1"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Médical avec Antenne chirurgicale","Nombre","2017","3"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Médical avec Antenne chirurgicale","Nombre","2018","3"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Médical avec Antenne chirurgicale","Nombre","2019","3"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Médical avec Antenne chirurgicale","Nombre","2020","3"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Médical avec Antenne chirurgicale","Nombre","2021","3"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Médical avec Antenne chirurgicale","Nombre","2022","3"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Médical avec Antenne chirurgicale","Nombre","2023","3"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Médical","Nombre","2017","3"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Médical","Nombre","2018","5"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Médical","Nombre","2019","3"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Médical","Nombre","2020","3"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Médical","Nombre","2021","3"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Médical","Nombre","2022","3"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre Médical","Nombre","2023","3"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre de Santé et de Promotion Sociale","Nombre","2017","134"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre de Santé et de Promotion Sociale","Nombre","2018","141"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre de Santé et de Promotion Sociale","Nombre","2019","139"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre de Santé et de Promotion Sociale","Nombre","2020","146"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre de Santé et de Promotion Sociale","Nombre","2021","151"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre de Santé et de Promotion Sociale","Nombre","2022","164"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Centre de Santé et de Promotion Sociale","Nombre","2023","169"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Dispensaire","Nombre","2017","9"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Dispensaire","Nombre","2018","10"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Dispensaire","Nombre","2019","10"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Dispensaire","Nombre","2020","11"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Dispensaire","Nombre","2021","9"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Dispensaire","Nombre","2022","4"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Dispensaire","Nombre","2023","5"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Maternités isolées","Nombre","2017","1"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Maternités isolées","Nombre","2018","1"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Maternités isolées","Nombre","2019","1"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Maternités isolées","Nombre","2020","1"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Maternités isolées","Nombre","2021","1"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Maternités isolées","Nombre","2022","1"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Maternités isolées","Nombre","2023","0"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Formation Sanitaire Privée","Nombre","2017","11"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Formation Sanitaire Privée","Nombre","2020","17"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Formation Sanitaire Privée","Nombre","2021","17"
"Infrastructures sanitaires par région à partir de 2017","Plateau Central","Formation Sanitaire Privée","Nombre","2022","19"
