"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription","dataValue 1","dataValue 2","dataValue 3"
20366,"tpInternetConn_Access","Country access to international connectivity",,,33,"BFA","Burkina Faso","Yes",2020,"","","Country access to international connectivity",,,
20366,"tpInternetConn_Access","Country access to international connectivity",,,33,"BFA","Burkina Faso","Yes",2021,"","","Country access to international connectivity",,,
20366,"tpInternetConn_Access","Country access to international connectivity",,,33,"BFA","Burkina Faso","Yes",2022,"","","Country access to international connectivity",,,
20366,"tpInternetConn_Access","Country access to international connectivity",,,33,"BFA","Burkina Faso","Yes",2023,"","","Country access to international connectivity",,,
20369,"tpInternetConn_international_Policy","National regulation that mandates access to international facilities",,,33,"BFA","Burkina Faso","No",2018,"","","National policy or regulation that mandates access to international facilities/landing points ",,,
20369,"tpInternetConn_international_Policy","National regulation that mandates access to international facilities",,,33,"BFA","Burkina Faso","No",2019,"","","National policy or regulation that mandates access to international facilities/landing points ",,,
20369,"tpInternetConn_international_Policy","National regulation that mandates access to international facilities",,,33,"BFA","Burkina Faso","No",2020,"","","National policy or regulation that mandates access to international facilities/landing points ",,,
20369,"tpInternetConn_international_Policy","National regulation that mandates access to international facilities",,,33,"BFA","Burkina Faso","No",2021,"","","National policy or regulation that mandates access to international facilities/landing points ",,,
20369,"tpInternetConn_international_Policy","National regulation that mandates access to international facilities",,,33,"BFA","Burkina Faso","No",2022,"","","National policy or regulation that mandates access to international facilities/landing points ",,,
20369,"tpInternetConn_international_Policy","National regulation that mandates access to international facilities",,,33,"BFA","Burkina Faso","No",2023,"","","National policy or regulation that mandates access to international facilities/landing points ",,,
20386,"tpIMR_Mobile_Package","International mobile roaming services are part of the mobile package",,,33,"BFA","Burkina Faso","No",2016,"","","International mobile roaming services are part of the mobile package",,,
20386,"tpIMR_Mobile_Package","International mobile roaming services are part of the mobile package",,,33,"BFA","Burkina Faso","No",2018,"","","International mobile roaming services are part of the mobile package",,,
20386,"tpIMR_Mobile_Package","International mobile roaming services are part of the mobile package",,,33,"BFA","Burkina Faso","No",2020,"","","International mobile roaming services are part of the mobile package",,,
20386,"tpIMR_Mobile_Package","International mobile roaming services are part of the mobile package",,,33,"BFA","Burkina Faso","No",2021,"","","International mobile roaming services are part of the mobile package",,,
20386,"tpIMR_Mobile_Package","International mobile roaming services are part of the mobile package",,,33,"BFA","Burkina Faso","No",2022,"","","International mobile roaming services are part of the mobile package",,,
20386,"tpIMR_Mobile_Package","International mobile roaming services are part of the mobile package",,,33,"BFA","Burkina Faso","No",2023,"","","International mobile roaming services are part of the mobile package",,,
20618,"tpInfrastructureSharing_Fixed","Infrastructure sharing for fixed services practiced",,,33,"BFA","Burkina Faso","No",2015,"","","Infrastructure sharing for fixed services practiced",,,
20618,"tpInfrastructureSharing_Fixed","Infrastructure sharing for fixed services practiced",,,33,"BFA","Burkina Faso","No",2016,"","","Infrastructure sharing for fixed services practiced",,,
20618,"tpInfrastructureSharing_Fixed","Infrastructure sharing for fixed services practiced",,,33,"BFA","Burkina Faso","No",2018,"","","Infrastructure sharing for fixed services practiced",,,
20618,"tpInfrastructureSharing_Fixed","Infrastructure sharing for fixed services practiced",,,33,"BFA","Burkina Faso","No",2020,"","","Infrastructure sharing for fixed services practiced",,,
20618,"tpInfrastructureSharing_Fixed","Infrastructure sharing for fixed services practiced",,,33,"BFA","Burkina Faso","Yes",2021,"","","Infrastructure sharing for fixed services practiced",,,
20618,"tpInfrastructureSharing_Fixed","Infrastructure sharing for fixed services practiced",,,33,"BFA","Burkina Faso","Yes",2022,"","","Infrastructure sharing for fixed services practiced",,,
20618,"tpInfrastructureSharing_Fixed","Infrastructure sharing for fixed services practiced",,,33,"BFA","Burkina Faso","Yes",2023,"","","Infrastructure sharing for fixed services practiced",,,
20619,"tpInfrastructureSharing_Mobile","Infrastructure sharing for mobile practiced",,,33,"BFA","Burkina Faso","Yes",2015,"","","Infrastructure sharing for mobile practiced",,,
20619,"tpInfrastructureSharing_Mobile","Infrastructure sharing for mobile practiced",,,33,"BFA","Burkina Faso","Yes",2016,"","","Infrastructure sharing for mobile practiced",,,
20619,"tpInfrastructureSharing_Mobile","Infrastructure sharing for mobile practiced",,,33,"BFA","Burkina Faso","Yes",2017,"","","Infrastructure sharing for mobile practiced",,,
20619,"tpInfrastructureSharing_Mobile","Infrastructure sharing for mobile practiced",,,33,"BFA","Burkina Faso","Yes",2018,"","","Infrastructure sharing for mobile practiced",,,
20619,"tpInfrastructureSharing_Mobile","Infrastructure sharing for mobile practiced",,,33,"BFA","Burkina Faso","Yes",2019,"","","Infrastructure sharing for mobile practiced",,,
20619,"tpInfrastructureSharing_Mobile","Infrastructure sharing for mobile practiced",,,33,"BFA","Burkina Faso","Yes",2020,"","","Infrastructure sharing for mobile practiced",,,
20619,"tpInfrastructureSharing_Mobile","Infrastructure sharing for mobile practiced",,,33,"BFA","Burkina Faso","Yes",2021,"","","Infrastructure sharing for mobile practiced",,,
20619,"tpInfrastructureSharing_Mobile","Infrastructure sharing for mobile practiced",,,33,"BFA","Burkina Faso","Yes",2022,"","","Infrastructure sharing for mobile practiced",,,
20619,"tpInfrastructureSharing_Mobile","Infrastructure sharing for mobile practiced",,,33,"BFA","Burkina Faso","Yes",2023,"","","Infrastructure sharing for mobile practiced",,,
458,"i1335wm","Incoming international traffic to mobile network",,"minutes",33,"BFA","Burkina Faso","4.06606e+008",2015,"","Autorité de Régulation des Communications Électroniques et des Postes (ARCEP)","Incoming international traffic to mobile network",,,
458,"i1335wm","Incoming international traffic to mobile network",,"minutes",33,"BFA","Burkina Faso","3.91699e+008",2016,"","Autorité de régulation des communications","Incoming international traffic to mobile network",,,
458,"i1335wm","Incoming international traffic to mobile network",,"minutes",33,"BFA","Burkina Faso","4.27444e+008",2017,"","Autorité de régulation des communications","Incoming international traffic to mobile network",,,
458,"i1335wm","Incoming international traffic to mobile network",,"minutes",33,"BFA","Burkina Faso","4.63475e+008",2018,"","Autorité de régulation des communications électroniques et des Postes (ARCEP)","Incoming international traffic to mobile network",,,
458,"i1335wm","Incoming international traffic to mobile network",,"minutes",33,"BFA","Burkina Faso","5.6499e+008",2020,"","Autorité de régulation des communications électroniques et des Postes (ARCEP)","Incoming international traffic to mobile network",,,
19174,"tpInternetConn_Providers_Number","Number of Internet service providers (ISPs)",,,33,"BFA","Burkina Faso","5",2015,"","","Number of Internet Service Providers (ISP)",,,
19174,"tpInternetConn_Providers_Number","Number of Internet service providers (ISPs)",,,33,"BFA","Burkina Faso","5",2016,"Il s'agit de ceux qui sont actifs","","Number of Internet Service Providers (ISP)",,,
19174,"tpInternetConn_Providers_Number","Number of Internet service providers (ISPs)",,,33,"BFA","Burkina Faso","11",2019,"Il s'agit des FAI actifs (11)","","Number of Internet Service Providers (ISP)",,,
19174,"tpInternetConn_Providers_Number","Number of Internet service providers (ISPs)",,,33,"BFA","Burkina Faso","10",2020,"Il s'agit des FAI actifs (10)","","Number of Internet Service Providers (ISP)",,,
19174,"tpInternetConn_Providers_Number","Number of Internet service providers (ISPs)",,,33,"BFA","Burkina Faso","14",2021,"Il s'agit des FAI actifs (qui ont des abonnés).","","Number of Internet Service Providers (ISP)",,,
19174,"tpInternetConn_Providers_Number","Number of Internet service providers (ISPs)",,,33,"BFA","Burkina Faso","16",2022,"Il s'agit des FAI actifs qui sont à jour (récépissé)","","Number of Internet Service Providers (ISP)",,,
19174,"tpInternetConn_Providers_Number","Number of Internet service providers (ISPs)",,,33,"BFA","Burkina Faso","16",2023,"","","Number of Internet Service Providers (ISP)",,,
20375,"tpInternetConn_Internet_Exchanges_Number","Number of Internet exchange points (IXPs)",,,33,"BFA","Burkina Faso","1",2018,"","","Number of Internet Exchange Points (IXP)",,,
20375,"tpInternetConn_Internet_Exchanges_Number","Number of Internet exchange points (IXPs)",,,33,"BFA","Burkina Faso","1",2019,"","","Number of Internet Exchange Points (IXP)",,,
20375,"tpInternetConn_Internet_Exchanges_Number","Number of Internet exchange points (IXPs)",,,33,"BFA","Burkina Faso","1",2020,"","","Number of Internet Exchange Points (IXP)",,,
20375,"tpInternetConn_Internet_Exchanges_Number","Number of Internet exchange points (IXPs)",,,33,"BFA","Burkina Faso","1",2021,"","","Number of Internet Exchange Points (IXP)",,,
20375,"tpInternetConn_Internet_Exchanges_Number","Number of Internet exchange points (IXPs)",,,33,"BFA","Burkina Faso","1",2022,"","","Number of Internet Exchange Points (IXP)",,,
20375,"tpInternetConn_Internet_Exchanges_Number","Number of Internet exchange points (IXPs)",,,33,"BFA","Burkina Faso","1",2023,"","","Number of Internet Exchange Points (IXP)",,,
20623,"tpInfrastructureSharing_Agreements_Mobile","Infrastructure sharing for mobile based on commercial agreement","tpInfrastructureSharing_Mobile",,33,"BFA","Burkina Faso","Commercial agreements",2015,"Il n'existepas de dispositions règlementaires en la matière. Le régulateur incite plutot au partage d'infrastructures","","Infrastructure sharing for mobile based on commercial agreement/regulation",,,
20627,"tpInfrastructureSharing_ActivePassive_Mobile","Active or passive mobile infrastructure sharing","tpInfrastructureSharing_Mobile",,33,"BFA","Burkina Faso","Passive sharing",2015,"","","Active or passive mobile infrastructure sharing",,,
20368,"tpInternetConn_Access_Modes","Mode of access","tpInternetConn_Access",,33,"BFA","Burkina Faso",,2015,"","","Mode of access","Fibre","Satellite",
20631,"tpInternetConn_NumberLandingStations","International landing points",,,33,"BFA","Burkina Faso",,2015,"","","International landing points","Satellite","Fibre",
11893,"tpInterInternetConn_TypeConnection","Type of connection to international transit",,,33,"BFA","Burkina Faso","By using IP transit",2015,"","","Type of connection to international transit",,,
11901,"tpInterInternetConn_PortionOfCost","Portion of access costs to international connection in retail price",,,33,"BFA","Burkina Faso","Above 50%",2015,"","","Portion of access costs to international connection in retail price",,,
11902,"tpInterInternetConn_StepsOptimize","Steps used to optimize costs of international connectivity",,,33,"BFA","Burkina Faso","Encourage the development of local content",2015,"","","Steps used to optimize costs of international connectivity",,,
11887,"tpInterInternetConn_PromoteCompetition_Yes","Markets for access to international facilities / landing points","tpInternetConn_international_Policy",,33,"BFA","Burkina Faso",,2015,"","","Markets for access to international facilities / landing points","National Internet Backbone","International Internet Backbone",
12666,"tpMobileRoaming_AvailableServices","International mobile roaming services available",,,33,"BFA","Burkina Faso",,2015,"","","International mobile roaming services available","Inbound and outbound voice calls","Inbound and outbound SMS","Data (e.g., MMS, email, mobile browsing, mobile TV)"
20623,"tpInfrastructureSharing_Agreements_Mobile","Infrastructure sharing for mobile based on commercial agreement","tpInfrastructureSharing_Mobile",,33,"BFA","Burkina Faso","Commercial agreements",2016,"","","Infrastructure sharing for mobile based on commercial agreement/regulation",,,
20627,"tpInfrastructureSharing_ActivePassive_Mobile","Active or passive mobile infrastructure sharing","tpInfrastructureSharing_Mobile",,33,"BFA","Burkina Faso","Passive sharing",2016,"","","Active or passive mobile infrastructure sharing",,,
11893,"tpInterInternetConn_TypeConnection","Type of connection to international transit",,,33,"BFA","Burkina Faso","By using IP transit",2016,"","","Type of connection to international transit",,,
11901,"tpInterInternetConn_PortionOfCost","Portion of access costs to international connection in retail price",,,33,"BFA","Burkina Faso","Above 50%",2016,"","","Portion of access costs to international connection in retail price",,,
11902,"tpInterInternetConn_StepsOptimize","Steps used to optimize costs of international connectivity",,,33,"BFA","Burkina Faso","Encourage the development of local content",2016,"","","Steps used to optimize costs of international connectivity",,,
12666,"tpMobileRoaming_AvailableServices","International mobile roaming services available",,,33,"BFA","Burkina Faso",,2016,"","","International mobile roaming services available","Inbound and outbound voice calls","Inbound and outbound SMS",
20388,"tpIMR_Measures_Offers","Self-regulatory or commercial offers proposed by operators",,,33,"BFA","Burkina Faso","Website for price comparison",2016,"","","Self-regulatory or commercial offers proposed by operators",,,
20623,"tpInfrastructureSharing_Agreements_Mobile","Infrastructure sharing for mobile based on commercial agreement","tpInfrastructureSharing_Mobile",,33,"BFA","Burkina Faso","Regulation",2017,"","","Infrastructure sharing for mobile based on commercial agreement/regulation",,,
20627,"tpInfrastructureSharing_ActivePassive_Mobile","Active or passive mobile infrastructure sharing","tpInfrastructureSharing_Mobile",,33,"BFA","Burkina Faso","Both",2017,"","","Active or passive mobile infrastructure sharing",,,
11893,"tpInterInternetConn_TypeConnection","Type of connection to international transit",,,33,"BFA","Burkina Faso","By using IP transit",2017,"","","Type of connection to international transit",,,
12666,"tpMobileRoaming_AvailableServices","International mobile roaming services available",,,33,"BFA","Burkina Faso",,2017,"","","International mobile roaming services available","Inbound and outbound voice calls","Inbound and outbound SMS",
19175,"tpIMR_Tariff_Collection_Retail","ICT Regulator collecting international mobile roaming retail tariff data",,,33,"BFA","Burkina Faso",,2017,"","","NRA collecting International mobile roaming retail tariff data","Voice","SMS",
20638,"tpIMR_Tariff_Collection_Wholesale_New","ICT Regulator collecting international mobile roaming wholesale tariff data",,,33,"BFA","Burkina Faso",,2017,"","","NRA collecting International mobile roaming wholesale tariff data","Voice","SMS",
20388,"tpIMR_Measures_Offers","Self-regulatory or commercial offers proposed by operators",,,33,"BFA","Burkina Faso",,2017,"","","Self-regulatory or commercial offers proposed by operators","Website for price comparison","Commercial activities / promotions",
20625,"tpInfrastructureSharing_Agreements_Fixed","Infrastructure sharing for fixed services based on commercial agreement","tpInfrastructureSharing_Fixed",,33,"BFA","Burkina Faso","Regulation",2018,"","","Infrastructure sharing for fixed services based on commercial agreement/regulation",,,
20368,"tpInternetConn_Access_Modes","Mode of access","tpInternetConn_Access",,33,"BFA","Burkina Faso",,2018,"","","Mode of access","Fibre","Satellite",
20623,"tpInfrastructureSharing_Agreements_Mobile","Infrastructure sharing for mobile based on commercial agreement","tpInfrastructureSharing_Mobile",,33,"BFA","Burkina Faso","Regulation",2018,"","","Infrastructure sharing for mobile based on commercial agreement/regulation",,,
20388,"tpIMR_Measures_Offers","Self-regulatory or commercial offers proposed by operators",,,33,"BFA","Burkina Faso",,2018,"","","Self-regulatory or commercial offers proposed by operators","Website for price comparison","Commercial activities / promotions",
11902,"tpInterInternetConn_StepsOptimize","Steps used to optimize costs of international connectivity",,,33,"BFA","Burkina Faso","Implementation of Internet Exchange Point (IXP)",2018,"","","Steps used to optimize costs of international connectivity",,,
12671,"tpIMR_RetailRegulatoryPractice","Regulatory practice applied for retail international mobile roaming regulated prices","tpIMR_RetailRegulated",,33,"BFA","Burkina Faso","Benchmarking of tariffs",2018,"","","Regulatory practice applied for retail international mobile roaming regulated prices",,,
12679,"tpIMR_KindMeasuresToReduceBillShock","Measures applied to reduce the risk of bill shock","tpIMR_MeasuresToReduceBillShock",,33,"BFA","Burkina Faso","Other,",2018,"","","Measures applied to reduce the risk of bill shock",,,
11893,"tpInterInternetConn_TypeConnection","Type of connection to international transit",,,33,"BFA","Burkina Faso","By using IP transit",2018,"","","Type of connection to international transit",,,
12666,"tpMobileRoaming_AvailableServices","International mobile roaming services available",,,33,"BFA","Burkina Faso",,2018,"","","International mobile roaming services available","Inbound and outbound voice calls","Inbound and outbound SMS",
20629,"tpInfrastructureSharing_ActivePassive_Fixed","Active or pasive Infrastructure sharing","tpInfrastructureSharing_Fixed",,33,"BFA","Burkina Faso","Passive sharing",2018,"","","Active or passive Infrastructure sharing",,,
20627,"tpInfrastructureSharing_ActivePassive_Mobile","Active or passive mobile infrastructure sharing","tpInfrastructureSharing_Mobile",,33,"BFA","Burkina Faso","Passive sharing",2018,"","","Active or passive mobile infrastructure sharing",,,
20629,"tpInfrastructureSharing_ActivePassive_Fixed","Active or pasive Infrastructure sharing","tpInfrastructureSharing_Fixed",,33,"BFA","Burkina Faso","Passive sharing",2019,"","","Active or passive Infrastructure sharing",,,
12671,"tpIMR_RetailRegulatoryPractice","Regulatory practice applied for retail international mobile roaming regulated prices","tpIMR_RetailRegulated",,33,"BFA","Burkina Faso","Benchmarking of tariffs",2019,"","","Regulatory practice applied for retail international mobile roaming regulated prices",,,
20625,"tpInfrastructureSharing_Agreements_Fixed","Infrastructure sharing for fixed services based on commercial agreement","tpInfrastructureSharing_Fixed",,33,"BFA","Burkina Faso","Regulation",2019,"","","Infrastructure sharing for fixed services based on commercial agreement/regulation",,,
20627,"tpInfrastructureSharing_ActivePassive_Mobile","Active or passive mobile infrastructure sharing","tpInfrastructureSharing_Mobile",,33,"BFA","Burkina Faso","Passive sharing",2019,"","","Active or passive mobile infrastructure sharing",,,
12679,"tpIMR_KindMeasuresToReduceBillShock","Measures applied to reduce the risk of bill shock","tpIMR_MeasuresToReduceBillShock",,33,"BFA","Burkina Faso","Other,",2019,"","","Measures applied to reduce the risk of bill shock",,,
11893,"tpInterInternetConn_TypeConnection","Type of connection to international transit",,,33,"BFA","Burkina Faso","By using IP transit",2019,"","","Type of connection to international transit",,,
20388,"tpIMR_Measures_Offers","Self-regulatory or commercial offers proposed by operators",,,33,"BFA","Burkina Faso",,2019,"","","Self-regulatory or commercial offers proposed by operators","Commercial activities / promotions","Website for price comparison",
20368,"tpInternetConn_Access_Modes","Mode of access","tpInternetConn_Access",,33,"BFA","Burkina Faso",,2019,"","","Mode of access","Fibre","Satellite",
20623,"tpInfrastructureSharing_Agreements_Mobile","Infrastructure sharing for mobile based on commercial agreement","tpInfrastructureSharing_Mobile",,33,"BFA","Burkina Faso","Regulation",2019,"","","Infrastructure sharing for mobile based on commercial agreement/regulation",,,
12666,"tpMobileRoaming_AvailableServices","International mobile roaming services available",,,33,"BFA","Burkina Faso",,2019,"","","International mobile roaming services available","Inbound and outbound SMS","Inbound and outbound voice calls",
20631,"tpInternetConn_NumberLandingStations","International landing points",,,33,"BFA","Burkina Faso",,2019,"(Togo, Ghana, CI, Mauritanie via Mali)","","International landing points","Satellite","Fibre",
11902,"tpInterInternetConn_StepsOptimize","Steps used to optimize costs of international connectivity",,,33,"BFA","Burkina Faso","Implementation of Internet Exchange Point (IXP)",2019,"","","Steps used to optimize costs of international connectivity",,,
20368,"tpInternetConn_Access_Modes","Mode of access","tpInternetConn_Access",,33,"BFA","Burkina Faso",,2020,"","","Mode of access","Satellite","Fibre",
12666,"tpMobileRoaming_AvailableServices","International mobile roaming services available",,,33,"BFA","Burkina Faso",,2020,"","","International mobile roaming services available","Inbound and outbound voice calls","Inbound and outbound SMS",
20623,"tpInfrastructureSharing_Agreements_Mobile","Infrastructure sharing for mobile based on commercial agreement","tpInfrastructureSharing_Mobile",,33,"BFA","Burkina Faso","Regulation",2020,"","","Infrastructure sharing for mobile based on commercial agreement/regulation",,,
20388,"tpIMR_Measures_Offers","Self-regulatory or commercial offers proposed by operators",,,33,"BFA","Burkina Faso","Commercial activities / promotions",2020,"","","Self-regulatory or commercial offers proposed by operators",,,
11902,"tpInterInternetConn_StepsOptimize","Steps used to optimize costs of international connectivity",,,33,"BFA","Burkina Faso","Implementation of Internet Exchange Point (IXP)",2020,"","","Steps used to optimize costs of international connectivity",,,
20629,"tpInfrastructureSharing_ActivePassive_Fixed","Active or pasive Infrastructure sharing","tpInfrastructureSharing_Fixed",,33,"BFA","Burkina Faso","Passive sharing",2020,"","","Active or passive Infrastructure sharing",,,
11893,"tpInterInternetConn_TypeConnection","Type of connection to international transit",,,33,"BFA","Burkina Faso","By using IP transit",2020,"","","Type of connection to international transit",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,33,"BFA","Burkina Faso",,2020,"","","International landing points","Satellite","Fibre",
20625,"tpInfrastructureSharing_Agreements_Fixed","Infrastructure sharing for fixed services based on commercial agreement","tpInfrastructureSharing_Fixed",,33,"BFA","Burkina Faso","Regulation",2020,"","","Infrastructure sharing for fixed services based on commercial agreement/regulation",,,
12679,"tpIMR_KindMeasuresToReduceBillShock","Measures applied to reduce the risk of bill shock","tpIMR_MeasuresToReduceBillShock",,33,"BFA","Burkina Faso","Home operator sends text messages to inform his customers of their roaming tariffs when they arrive in another country",2020,"","","Measures applied to reduce the risk of bill shock",,,
20627,"tpInfrastructureSharing_ActivePassive_Mobile","Active or passive mobile infrastructure sharing","tpInfrastructureSharing_Mobile",,33,"BFA","Burkina Faso","Passive sharing",2020,"","","Active or passive mobile infrastructure sharing",,,
20629,"tpInfrastructureSharing_ActivePassive_Fixed","Active or pasive Infrastructure sharing","tpInfrastructureSharing_Fixed",,33,"BFA","Burkina Faso","Passive sharing",2021,"","","Active or passive Infrastructure sharing",,,
12679,"tpIMR_KindMeasuresToReduceBillShock","Measures applied to reduce the risk of bill shock","tpIMR_MeasuresToReduceBillShock",,33,"BFA","Burkina Faso","Home operator sends text messages to inform his customers of their roaming tariffs when they arrive in another country",2021,"","","Measures applied to reduce the risk of bill shock",,,
20388,"tpIMR_Measures_Offers","Self-regulatory or commercial offers proposed by operators",,,33,"BFA","Burkina Faso","Commercial activities / promotions",2021,"","","Self-regulatory or commercial offers proposed by operators",,,
20625,"tpInfrastructureSharing_Agreements_Fixed","Infrastructure sharing for fixed services based on commercial agreement","tpInfrastructureSharing_Fixed",,33,"BFA","Burkina Faso","Regulation",2021,"","","Infrastructure sharing for fixed services based on commercial agreement/regulation",,,
