YAADGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2020,,,2021,,,2022,,,2023,,,2024,,,2025,,,2026,,,2027,,,2028,,,2029,,,2030,,,2031,,,2032,,,2033,,,2034,,,2035,,
, Ages,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,
,,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble
,18,  16 346   ,  19 218   ,  35 564   ,  16 849   ,  18 832   ,  35 681   ,  17 710   ,  19 006   ,  36 716   ,  19 009   ,  19 729   ,  38 738   ,  20 065   ,  20 361   ,  40 426   ,  21 010   ,  21 088   ,  42 098   ,  22 151   ,  22 108   ,  44 259   ,  22 989   ,  22 893   ,  45 882   ,  23 404   ,  23 377   ,  46 781   ,  24 089   ,  24 164   ,  48 253   ,  24 952   ,  25 159   ,  50 111   ,  25 557   ,  25 872   ,  51 429   ,  26 342   ,  26 690   ,  53 032   ,  27 478   ,  27 757   ,  55 235   ,  28 674   ,  28 793   ,  57 467   ,  29 610   ,  29 509   ,  59 119   
,19,  15 464   ,  19 038   ,  34 502   ,  16 065   ,  19 010   ,  35 075   ,  16 563   ,  18 630   ,  35 193   ,  17 414   ,  18 805   ,  36 219   ,  18 700   ,  19 523   ,  38 223   ,  19 743   ,  20 149   ,  39 892   ,  20 661   ,  20 854   ,  41 515   ,  21 789   ,  21 866   ,  43 655   ,  22 320   ,  22 367   ,  44 687   ,  22 729   ,  22 819   ,  45 548   ,  23 795   ,  23 987   ,  47 782   ,  24 649   ,  24 975   ,  49 624   ,  25 250   ,  25 683   ,  50 933   ,  26 029   ,  26 495   ,  52 524   ,  27 156   ,  27 555   ,  54 711   ,  28 342   ,  28 584   ,  56 926   
,20,  14 240   ,  17 863   ,  32 103   ,  14 940   ,  18 414   ,  33 354   ,  15 524   ,  18 389   ,  33 913   ,  16 010   ,  18 023   ,  34 033   ,  16 840   ,  18 195   ,  35 035   ,  18 089   ,  18 891   ,  36 980   ,  19 088   ,  19 483   ,  38 571   ,  19 982   ,  20 168   ,  40 150   ,  20 808   ,  20 891   ,  41 699   ,  21 318   ,  21 351   ,  42 669   ,  22 080   ,  22 152   ,  44 232   ,  23 119   ,  23 287   ,  46 406   ,  23 954   ,  24 246   ,  48 200   ,  24 541   ,  24 933   ,  49 474   ,  25 303   ,  25 723   ,  51 026   ,  26 403   ,  26 752   ,  53 155   
,21,  13 558   ,  17 082   ,  30 640   ,  14 117   ,  17 704   ,  31 821   ,  14 816   ,  18 252   ,  33 068   ,  15 402   ,  18 230   ,  33 632   ,  15 890   ,  17 870   ,  33 760   ,  16 720   ,  18 041   ,  34 761   ,  17 953   ,  18 718   ,  36 671   ,  18 952   ,  19 309   ,  38 261   ,  19 592   ,  19 747   ,  39 339   ,  20 400   ,  20 435   ,  40 835   ,  21 261   ,  21 240   ,  42 501   ,  22 024   ,  22 038   ,  44 062   ,  23 066   ,  23 168   ,  46 234   ,  23 903   ,  24 123   ,  48 026   ,  24 494   ,  24 808   ,  49 302   ,  25 258   ,  25 594   ,  50 852   
,22,  12 449   ,  15 241   ,  27 690   ,  13 083   ,  16 190   ,  29 273   ,  13 627   ,  16 782   ,  30 409   ,  14 309   ,  17 304   ,  31 613   ,  14 881   ,  17 286   ,  32 167   ,  15 358   ,  16 944   ,  32 302   ,  16 153   ,  17 094   ,  33 247   ,  17 354   ,  17 738   ,  35 092   ,  18 093   ,  18 076   ,  36 169   ,  18 700   ,  18 466   ,  37 166   ,  19 810   ,  19 435   ,  39 245   ,  20 650   ,  20 201   ,  40 851   ,  21 396   ,  20 960   ,  42 356   ,  22 414   ,  22 035   ,  44 449   ,  23 233   ,  22 945   ,  46 178   ,  23 811   ,  23 597   ,  47 408   
,23,  11 301   ,  13 676   ,  24 977   ,  11 930   ,  14 609   ,  26 539   ,  12 544   ,  15 522   ,  28 066   ,  13 072   ,  16 092   ,  29 164   ,  13 734   ,  16 596   ,  30 330   ,  14 288   ,  16 579   ,  30 867   ,  14 738   ,  16 238   ,  30 976   ,  15 509   ,  16 385   ,  31 894   ,  16 469   ,  16 812   ,  33 281   ,  17 167   ,  17 115   ,  34 282   ,  18 052   ,  17 783   ,  35 835   ,  19 129   ,  18 718   ,  37 847   ,  19 945   ,  19 457   ,  39 402   ,  20 670   ,  20 188   ,  40 858   ,  21 660   ,  21 225   ,  42 885   ,  22 456   ,  22 102   ,  44 558   
,24,  10 608   ,  12 876   ,  23 484   ,  10 970   ,  13 381   ,  24 351   ,  11 588   ,  14 298   ,  25 886   ,  12 191   ,  15 194   ,  27 385   ,  12 712   ,  15 755   ,  28 467   ,  13 362   ,  16 250   ,  29 612   ,  13 896   ,  16 221   ,  30 117   ,  14 340   ,  15 892   ,  30 232   ,  14 910   ,  15 854   ,  30 764   ,  15 822   ,  16 236   ,  32 058   ,  16 782   ,  16 812   ,  33 594   ,  17 652   ,  17 469   ,  35 121   ,  18 711   ,  18 388   ,  37 099   ,  19 515   ,  19 114   ,  38 629   ,  20 230   ,  19 835   ,  40 065   ,  21 204   ,  20 854   ,  42 058   
,25,  10 270   ,  12 667   ,  22 937   ,  10 411   ,  12 925   ,  23 336   ,  10 772   ,  13 435   ,  24 207   ,  11 386   ,  14 359   ,  25 745   ,  11 987   ,  15 264   ,  27 251   ,  12 504   ,  15 829   ,  28 333   ,  13 140   ,  16 315   ,  29 455   ,  13 672   ,  16 291   ,  29 963   ,  13 937   ,  15 776   ,  29 713   ,  14 483   ,  15 710   ,  30 193   ,  15 640   ,  16 365   ,  32 005   ,  16 595   ,  16 946   ,  33 541   ,  17 461   ,  17 610   ,  35 071   ,  18 515   ,  18 538   ,  37 053   ,  19 316   ,  19 272   ,  38 588   ,  20 029   ,  19 998   ,  40 027   
,26,  9 767   ,  12 106   ,  21 873   ,  9 856   ,  12 291   ,  22 147   ,  9 996   ,  12 544   ,  22 540   ,  10 347   ,  13 042   ,  23 389   ,  10 945   ,  13 943   ,  24 888   ,  11 528   ,  14 823   ,  26 351   ,  12 023   ,  15 362   ,  27 385   ,  12 642   ,  15 838   ,  28 480   ,  12 994   ,  15 635   ,  28 629   ,  13 240   ,  15 115   ,  28 355   ,  14 000   ,  15 310   ,  29 310   ,  15 125   ,  15 950   ,  31 075   ,  16 054   ,  16 517   ,  32 571   ,  16 898   ,  17 165   ,  34 063   ,  17 925   ,  18 071   ,  35 996   ,  18 705   ,  18 788   ,  37 493   
,27,  9 626   ,  12 221   ,  21 847   ,  9 612   ,  12 256   ,  21 868   ,  9 703   ,  12 446   ,  22 149   ,  9 844   ,  12 706   ,  22 550   ,  10 196   ,  13 214   ,  23 410   ,  10 792   ,  14 129   ,  24 921   ,  11 365   ,  15 012   ,  26 377   ,  11 860   ,  15 562   ,  27 422   ,  12 318   ,  15 865   ,  28 183   ,  12 656   ,  15 633   ,  28 289   ,  13 121   ,  15 373   ,  28 494   ,  13 880   ,  15 573   ,  29 453   ,  15 002   ,  16 225   ,  31 227   ,  15 930   ,  16 804   ,  32 734   ,  16 774   ,  17 465   ,  34 239   ,  17 799   ,  18 388   ,  36 187   
