date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2023-01-15,SUD-OUEST,IOBA,Dano,3366,11.15,-3.06,cereals and tubers,Millet,73,KG,actual,Retail,XOF,330,0.54
2023-01-15,SUD-OUEST,IOBA,Dano,3366,11.15,-3.06,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,505,0.83
2023-01-15,SUD-OUEST,IOBA,Dano,3366,11.15,-3.06,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,366,0.6
2023-01-15,SUD-OUEST,IOBA,Dano,3366,11.15,-3.06,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,342,0.56
2023-01-15,SUD-OUEST,IOBA,Dano,3366,11.15,-3.06,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,516,0.85
2023-01-15,SUD-OUEST,IOBA,Hamélé,3378,11.01,-2.75,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,217,0.36
2023-01-15,SUD-OUEST,IOBA,Hamélé,3378,11.01,-2.75,cereals and tubers,Millet,73,KG,actual,Retail,XOF,291,0.48
2023-01-15,SUD-OUEST,IOBA,Hamélé,3378,11.01,-2.75,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,419,0.69
2023-01-15,SUD-OUEST,IOBA,Hamélé,3378,11.01,-2.75,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,219,0.36
2023-01-15,SUD-OUEST,IOBA,Hamélé,3378,11.01,-2.75,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,391,0.65
2023-01-15,SUD-OUEST,IOBA,Hamélé,3378,11.01,-2.75,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,347,0.57
2023-01-15,SUD-OUEST,NOUMBIEL,Batié,3362,9.88,-2.92,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,265,0.44
2023-01-15,SUD-OUEST,NOUMBIEL,Batié,3362,9.88,-2.92,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,928,1.53
2023-01-15,SUD-OUEST,NOUMBIEL,Batié,3362,9.88,-2.92,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,360,0.59
2023-01-15,SUD-OUEST,PONI,Gaoua,3373,10.33,-3.18,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,265,0.44
2023-01-15,SUD-OUEST,PONI,Gaoua,3373,10.33,-3.18,cereals and tubers,Millet,73,KG,actual,Retail,XOF,419,0.69
2023-01-15,SUD-OUEST,PONI,Gaoua,3373,10.33,-3.18,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,415,0.68
2023-01-15,SUD-OUEST,PONI,Gaoua,3373,10.33,-3.18,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,448,0.74
2023-02-15,BOUCLE DU MOUHOUN,BALÉ,Boromo,3364,11.75,-2.93,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,247,0.41
2023-02-15,BOUCLE DU MOUHOUN,BALÉ,Boromo,3364,11.75,-2.93,cereals and tubers,Millet,73,KG,actual,Retail,XOF,308,0.51
2023-02-15,BOUCLE DU MOUHOUN,BALÉ,Boromo,3364,11.75,-2.93,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,359,0.59
2023-02-15,BOUCLE DU MOUHOUN,BALÉ,Boromo,3364,11.75,-2.93,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,241,0.4
2023-02-15,BOUCLE DU MOUHOUN,BALÉ,Boromo,3364,11.75,-2.93,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,393,0.65
2023-02-15,BOUCLE DU MOUHOUN,BALÉ,Fara,3370,11.53,-2.77,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,215,0.35
2023-02-15,BOUCLE DU MOUHOUN,BALÉ,Fara,3370,11.53,-2.77,cereals and tubers,Millet,73,KG,actual,Retail,XOF,297,0.49
2023-02-15,BOUCLE DU MOUHOUN,BALÉ,Fara,3370,11.53,-2.77,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,299,0.49
2023-02-15,BOUCLE DU MOUHOUN,BALÉ,Fara,3370,11.53,-2.77,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,202,0.33
2023-02-15,BOUCLE DU MOUHOUN,BANWA,Solenzo,3395,12.18,-4.08,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,400,0.66
2023-02-15,BOUCLE DU MOUHOUN,BANWA,Solenzo,3395,12.18,-4.08,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,354,0.58
2023-02-15,BOUCLE DU MOUHOUN,BANWA,Solenzo,3395,12.18,-4.08,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,182,0.3
2023-02-15,BOUCLE DU MOUHOUN,BANWA,Solenzo,3395,12.18,-4.08,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,233,0.38
2023-02-15,BOUCLE DU MOUHOUN,BANWA,Solenzo,3395,12.18,-4.08,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,730,1.2
2023-02-15,BOUCLE DU MOUHOUN,BANWA,Solenzo,3395,12.18,-4.08,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,394,0.65
2023-02-15,BOUCLE DU MOUHOUN,KOSSI,Djibasso,3368,13.12,-4.16,cereals and tubers,Millet,73,KG,actual,Retail,XOF,236,0.39
2023-02-15,BOUCLE DU MOUHOUN,KOSSI,Djibasso,3368,13.12,-4.16,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,513,0.84
2023-02-15,BOUCLE DU MOUHOUN,KOSSI,Djibasso,3368,13.12,-4.16,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,253,0.42
2023-02-15,BOUCLE DU MOUHOUN,KOSSI,Djibasso,3368,13.12,-4.16,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,413,0.68
2023-02-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,cereals and tubers,Millet,73,KG,actual,Retail,XOF,275,0.45
2023-02-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,384,0.63
2023-02-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,617,1.01
2023-02-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,511,0.84
2023-02-15,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,1892,12.45,-3.47,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,225,0.37
2023-02-15,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,1892,12.45,-3.47,cereals and tubers,Millet,73,KG,actual,Retail,XOF,376,0.62
2023-02-15,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,1892,12.45,-3.47,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,424,0.7
2023-02-15,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,1892,12.45,-3.47,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,260,0.43
2023-02-15,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,1892,12.45,-3.47,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,390,0.64
2023-02-15,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,1892,12.45,-3.47,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,745,1.22
2023-02-15,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,1892,12.45,-3.47,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,500,0.82
2023-02-15,BOUCLE DU MOUHOUN,NAYALA,Toma,3398,12.76,-2.9,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,229,0.38
2023-02-15,BOUCLE DU MOUHOUN,NAYALA,Toma,3398,12.76,-2.9,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,230,0.38
2023-02-15,BOUCLE DU MOUHOUN,NAYALA,Toma,3398,12.76,-2.9,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,507,0.83
2023-02-15,BOUCLE DU MOUHOUN,SOUROU,Tougan,141,13.07,-3.07,cereals and tubers,Millet,73,KG,actual,Retail,XOF,281,0.46
2023-02-15,BOUCLE DU MOUHOUN,SOUROU,Tougan,141,13.07,-3.07,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,441,0.72
2023-02-15,BOUCLE DU MOUHOUN,SOUROU,Tougan,141,13.07,-3.07,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,211,0.35
2023-02-15,BOUCLE DU MOUHOUN,SOUROU,Tougan,141,13.07,-3.07,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,316,0.52
2023-02-15,BOUCLE DU MOUHOUN,SOUROU,Tougan,141,13.07,-3.07,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,530,0.87
2023-02-15,CASCADES,COMOÉ,Banfora,129,10.63,-4.77,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,219,0.36
2023-02-15,CASCADES,COMOÉ,Banfora,129,10.63,-4.77,cereals and tubers,Millet,73,KG,actual,Retail,XOF,368,0.6
2023-02-15,CASCADES,COMOÉ,Banfora,129,10.63,-4.77,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,327,0.54
2023-02-15,CASCADES,COMOÉ,Banfora,129,10.63,-4.77,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,403,0.66
2023-02-15,CASCADES,COMOÉ,Banfora,129,10.63,-4.77,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,746,1.23
2023-02-15,CASCADES,LÉRABA,Douna,3369,10.61,-5.11,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,169,0.28
2023-02-15,CASCADES,LÉRABA,Douna,3369,10.61,-5.11,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,343,0.56
2023-02-15,CASCADES,LÉRABA,Douna,3369,10.61,-5.11,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,667,1.1
2023-02-15,CENTRE,KADIOGO,Gounghin,3376,12.36,-1.55,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,274,0.45
2023-02-15,CENTRE,KADIOGO,Gounghin,3376,12.36,-1.55,cereals and tubers,Millet,73,KG,actual,Retail,XOF,336,0.55
2023-02-15,CENTRE,KADIOGO,Gounghin,3376,12.36,-1.55,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,425,0.7
2023-02-15,CENTRE,KADIOGO,Gounghin,3376,12.36,-1.55,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,285,0.47
2023-02-15,CENTRE,KADIOGO,Gounghin,3376,12.36,-1.55,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,394,0.65
2023-02-15,CENTRE,KADIOGO,Gounghin,3376,12.36,-1.55,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,788,1.29
2023-02-15,CENTRE,KADIOGO,Ouagadougo (Sankaryare),139,12.36,-1.53,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,258,0.42
2023-02-15,CENTRE,KADIOGO,Ouagadougo (Sankaryare),139,12.36,-1.53,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,453,0.74
2023-02-15,CENTRE,KADIOGO,Ouagadougo (Sankaryare),139,12.36,-1.53,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,896,1.47
2023-02-15,CENTRE-EST,BOULGOU,Tenkodogo,140,11.78,-0.37,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,367,0.6
2023-02-15,CENTRE-EST,BOULGOU,Tenkodogo,140,11.78,-0.37,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,281,0.46
2023-02-15,CENTRE-EST,BOULGOU,Tenkodogo,140,11.78,-0.37,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,347,0.57
2023-02-15,CENTRE-EST,BOULGOU,Tenkodogo,140,11.78,-0.37,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,528,0.87
2023-02-15,CENTRE-EST,BOULGOU,Zabré,3401,11.18,-0.63,cereals and tubers,Millet,73,KG,actual,Retail,XOF,268,0.44
2023-02-15,CENTRE-EST,BOULGOU,Zabré,3401,11.18,-0.63,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,374,0.61
2023-02-15,CENTRE-EST,BOULGOU,Zabré,3401,11.18,-0.63,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,288,0.47
2023-02-15,CENTRE-EST,BOULGOU,Zabré,3401,11.18,-0.63,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,403,0.66
2023-02-15,CENTRE-EST,BOULGOU,Zabré,3401,11.18,-0.63,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,313,0.51
2023-02-15,CENTRE-EST,KOULPÉLOGO,Ouargaye,3389,11.48,0.09,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,210,0.34
2023-02-15,CENTRE-EST,KOULPÉLOGO,Ouargaye,3389,11.48,0.09,cereals and tubers,Millet,73,KG,actual,Retail,XOF,243,0.4
2023-02-15,CENTRE-EST,KOULPÉLOGO,Ouargaye,3389,11.48,0.09,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,300,0.49
2023-02-15,CENTRE-EST,KOULPÉLOGO,Ouargaye,3389,11.48,0.09,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,644,1.06
2023-02-15,CENTRE-EST,KOURITTENGA,Koupela,3382,12.18,-0.35,cereals and tubers,Millet,73,KG,actual,Retail,XOF,305,0.5
2023-02-15,CENTRE-EST,KOURITTENGA,Koupela,3382,12.18,-0.35,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,535,0.88
2023-02-15,CENTRE-EST,KOURITTENGA,Pouytenga,1802,12.22,-0.45,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,358,0.59
2023-02-15,CENTRE-EST,KOURITTENGA,Pouytenga,1802,12.22,-0.45,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,210,0.34
2023-02-15,CENTRE-EST,KOURITTENGA,Pouytenga,1802,12.22,-0.45,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,290,0.48
2023-02-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,273,0.45
2023-02-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,cereals and tubers,Millet,73,KG,actual,Retail,XOF,321,0.53
2023-02-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,418,0.69
2023-02-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,278,0.46
2023-02-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,378,0.62
2023-02-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,564,0.93
2023-02-15,CENTRE-NORD,NAMENTENGA,Boulsa,3365,12.66,-0.57,cereals and tubers,Millet,73,KG,actual,Retail,XOF,278,0.46
2023-02-15,CENTRE-NORD,NAMENTENGA,Boulsa,3365,12.66,-0.57,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,309,0.51
2023-02-15,CENTRE-NORD,NAMENTENGA,Boulsa,3365,12.66,-0.57,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,285,0.47
2023-02-15,CENTRE-NORD,NAMENTENGA,Yalgo,3400,13.58,-0.27,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,402,0.66
2023-02-15,CENTRE-NORD,NAMENTENGA,Yalgo,3400,13.58,-0.27,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,274,0.45
2023-02-15,CENTRE-NORD,NAMENTENGA,Yalgo,3400,13.58,-0.27,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,395,0.65
2023-02-15,CENTRE-NORD,NAMENTENGA,Yalgo,3400,13.58,-0.27,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,771,1.27
2023-02-15,CENTRE-NORD,SANMATENGA,Kaya,1803,13.09,-1.08,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,282,0.46
2023-02-15,CENTRE-NORD,SANMATENGA,Kaya,1803,13.09,-1.08,cereals and tubers,Millet,73,KG,actual,Retail,XOF,328,0.54
2023-02-15,CENTRE-NORD,SANMATENGA,Kaya,1803,13.09,-1.08,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,308,0.51
2023-02-15,CENTRE-NORD,SANMATENGA,Kaya,1803,13.09,-1.08,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,487,0.8
2023-02-15,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,138,12.25,-2.37,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,250,0.41
2023-02-15,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,138,12.25,-2.37,cereals and tubers,Millet,73,KG,actual,Retail,XOF,334,0.55
2023-02-15,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,138,12.25,-2.37,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,404,0.66
2023-02-15,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,138,12.25,-2.37,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,267,0.44
2023-02-15,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,138,12.25,-2.37,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,368,0.6
2023-02-15,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,138,12.25,-2.37,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,758,1.25
2023-02-15,CENTRE-OUEST,SANGUIÉ,Réo,3391,12.32,-2.47,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,269,0.44
2023-02-15,CENTRE-OUEST,SANGUIÉ,Réo,3391,12.32,-2.47,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,255,0.42
2023-02-15,CENTRE-OUEST,SANGUIÉ,Réo,3391,12.32,-2.47,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,329,0.54
2023-02-15,CENTRE-OUEST,SANGUIÉ,Tita,3396,11.92,-2.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,250,0.41
2023-02-15,CENTRE-OUEST,SANGUIÉ,Tita,3396,11.92,-2.52,cereals and tubers,Millet,73,KG,actual,Retail,XOF,265,0.44
2023-02-15,CENTRE-OUEST,SANGUIÉ,Tita,3396,11.92,-2.52,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,367,0.6
2023-02-15,CENTRE-OUEST,SANGUIÉ,Tita,3396,11.92,-2.52,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,238,0.39
2023-02-15,CENTRE-OUEST,SANGUIÉ,Tita,3396,11.92,-2.52,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,311,0.51
2023-02-15,CENTRE-OUEST,SANGUIÉ,Tita,3396,11.92,-2.52,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,455,0.75
2023-02-15,CENTRE-OUEST,SISSILI,Leo,1804,11.1,-2.1,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,255,0.42
2023-02-15,CENTRE-OUEST,SISSILI,Leo,1804,11.1,-2.1,cereals and tubers,Millet,73,KG,actual,Retail,XOF,331,0.54
2023-02-15,CENTRE-OUEST,SISSILI,Leo,1804,11.1,-2.1,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,254,0.42
2023-02-15,CENTRE-OUEST,SISSILI,Leo,1804,11.1,-2.1,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,348,0.57
2023-02-15,CENTRE-OUEST,SISSILI,Leo,1804,11.1,-2.1,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,464,0.76
2023-02-15,CENTRE-OUEST,ZIRO,Sapouy,3392,11.55,-1.77,cereals and tubers,Millet,73,KG,actual,Retail,XOF,248,0.41
2023-02-15,CENTRE-OUEST,ZIRO,Sapouy,3392,11.55,-1.77,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,203,0.33
2023-02-15,CENTRE-SUD,BAZÈGA,Kombissiri,3380,12.06,-1.34,cereals and tubers,Millet,73,KG,actual,Retail,XOF,317,0.52
2023-02-15,CENTRE-SUD,BAZÈGA,Kombissiri,3380,12.06,-1.34,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,217,0.36
2023-02-15,CENTRE-SUD,BAZÈGA,Kombissiri,3380,12.06,-1.34,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,324,0.53
2023-02-15,CENTRE-SUD,BAZÈGA,Kombissiri,3380,12.06,-1.34,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,638,1.05
2023-02-15,CENTRE-SUD,BAZÈGA,Kombissiri,3380,12.06,-1.34,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,472,0.78
2023-02-15,CENTRE-SUD,NAHOURI,Guelwongo,1805,11.01,-0.87,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,274,0.45
2023-02-15,CENTRE-SUD,NAHOURI,Guelwongo,1805,11.01,-0.87,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,447,0.73
2023-02-15,CENTRE-SUD,NAHOURI,Guelwongo,1805,11.01,-0.87,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,276,0.45
2023-02-15,CENTRE-SUD,NAHOURI,Guelwongo,1805,11.01,-0.87,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,445,0.73
2023-02-15,CENTRE-SUD,NAHOURI,Guelwongo,1805,11.01,-0.87,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,628,1.03
2023-02-15,CENTRE-SUD,NAHOURI,Guelwongo,1805,11.01,-0.87,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,531,0.87
2023-02-15,CENTRE-SUD,NAHOURI,Po,3390,11.17,-1.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,254,0.42
2023-02-15,CENTRE-SUD,NAHOURI,Po,3390,11.17,-1.15,cereals and tubers,Millet,73,KG,actual,Retail,XOF,310,0.51
2023-02-15,CENTRE-SUD,NAHOURI,Po,3390,11.17,-1.15,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,383,0.63
2023-02-15,CENTRE-SUD,NAHOURI,Po,3390,11.17,-1.15,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,276,0.45
2023-02-15,CENTRE-SUD,NAHOURI,Po,3390,11.17,-1.15,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,396,0.65
2023-02-15,CENTRE-SUD,NAHOURI,Po,3390,11.17,-1.15,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,716,1.18
2023-02-15,CENTRE-SUD,NAHOURI,Po,3390,11.17,-1.15,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,402,0.66
2023-02-15,CENTRE-SUD,ZOUNDWÉOGO,Manga,3383,11.66,-1.07,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,250,0.41
2023-02-15,CENTRE-SUD,ZOUNDWÉOGO,Manga,3383,11.66,-1.07,cereals and tubers,Millet,73,KG,actual,Retail,XOF,284,0.47
2023-02-15,CENTRE-SUD,ZOUNDWÉOGO,Manga,3383,11.66,-1.07,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,367,0.6
2023-02-15,CENTRE-SUD,ZOUNDWÉOGO,Manga,3383,11.66,-1.07,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,304,0.5
2023-02-15,CENTRE-SUD,ZOUNDWÉOGO,Manga,3383,11.66,-1.07,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,386,0.63
2023-02-15,CENTRE-SUD,ZOUNDWÉOGO,Manga,3383,11.66,-1.07,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,374,0.61
2023-02-15,EST,GNAGNA,Bogandé,3363,12.97,-0.14,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,280,0.46
2023-02-15,EST,GNAGNA,Bogandé,3363,12.97,-0.14,cereals and tubers,Millet,73,KG,actual,Retail,XOF,264,0.43
2023-02-15,EST,GNAGNA,Bogandé,3363,12.97,-0.14,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,450,0.74
2023-02-15,EST,GNAGNA,Bogandé,3363,12.97,-0.14,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,393,0.65
2023-02-15,EST,GNAGNA,Bogandé,3363,12.97,-0.14,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,221,0.36
2023-02-15,EST,GNAGNA,Bogandé,3363,12.97,-0.14,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,258,0.42
2023-02-15,EST,GNAGNA,Bogandé,3363,12.97,-0.14,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,475,0.78
2023-02-15,EST,GOURMA,Fada N'Gourma,134,12.06,0.36,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,275,0.45
2023-02-15,EST,GOURMA,Fada N'Gourma,134,12.06,0.36,cereals and tubers,Millet,73,KG,actual,Retail,XOF,326,0.54
2023-02-15,EST,GOURMA,Fada N'Gourma,134,12.06,0.36,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,880,1.45
2023-02-15,EST,KOMANDJARI,Gayéri,3375,12.64,0.52,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,550,0.9
2023-02-15,EST,KOMANDJARI,Gayéri,3375,12.64,0.52,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,282,0.46
2023-02-15,EST,KOMANDJARI,Gayéri,3375,12.64,0.52,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,452,0.74
2023-02-15,EST,KOMANDJARI,Gayéri,3375,12.64,0.52,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,200,0.33
2023-02-15,EST,KOMANDJARI,Haaba,3377,13.02,0.79,cereals and tubers,Millet,73,KG,actual,Retail,XOF,241,0.4
2023-02-15,EST,KOMANDJARI,Haaba,3377,13.02,0.79,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,201,0.33
2023-02-15,EST,KOMANDJARI,Haaba,3377,13.02,0.79,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,379,0.62
2023-02-15,EST,KOMPIENGA,Kompienga,3381,11.08,0.72,cereals and tubers,Millet,73,KG,actual,Retail,XOF,323,0.53
2023-02-15,EST,KOMPIENGA,Kompienga,3381,11.08,0.72,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,398,0.65
2023-02-15,EST,KOMPIENGA,Kompienga,3381,11.08,0.72,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,245,0.4
2023-02-15,EST,KOMPIENGA,Kompienga,3381,11.08,0.72,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,407,0.67
