"indicateur","motifs-de-deces","rubriques","Unit","Date","Value"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","< 1 ans","Nombre","2014","918"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","< 1 ans","Nombre","2015","925"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","< 1 ans","Nombre","2016","1257"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","< 1 ans","Nombre","2017","1348"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","< 1 ans","Nombre","2018","1465"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","1-4 ans","Nombre","2014","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","1-4 ans","Nombre","2015","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","1-4 ans","Nombre","2016","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","1-4 ans","Nombre","2017","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","1-4 ans","Nombre","2018","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","5-14 ans","Nombre","2014","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","5-14 ans","Nombre","2015","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","5-14 ans","Nombre","2016","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","5-14 ans","Nombre","2017","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","5-14 ans","Nombre","2018","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","5-14 ans","Nombre","2021","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","5-14 ans","Nombre","2022","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Adultes Feminins","Nombre","2014","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Adultes Feminins","Nombre","2015","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Adultes Feminins","Nombre","2016","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Adultes Feminins","Nombre","2017","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Adultes Feminins","Nombre","2018","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Adultes Masculins","Nombre","2014","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Adultes Masculins","Nombre","2015","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Adultes Masculins","Nombre","2016","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Adultes Masculins","Nombre","2017","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Adultes Masculins","Nombre","2018","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Total","Nombre","2014","918"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Total","Nombre","2015","925"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Total","Nombre","2016","1257"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Total","Nombre","2017","1348"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Total","Nombre","2018","1465"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Total","Nombre","2021","1694"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Total","Nombre","2022","1727"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Proportion","%","2014","6"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Proportion","%","2015","5.2"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Proportion","%","2016","7"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Proportion","%","2017","5.87184736681622"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Proportion","%","2018","6.5884151825868"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Proportion","%","2021","5.8"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Proportion","%","2022","5.67774599730414"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Proportion","%","2023","5.59166155732679"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","Moins de 5 ans","Nombre","2022","1727"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Infection du nouveau né","16 ans et plus","Nombre","2022","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","< 1 ans","Nombre","2014","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","< 1 ans","Nombre","2015","1"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","< 1 ans","Nombre","2016","1"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","< 1 ans","Nombre","2017","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","< 1 ans","Nombre","2018","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","1-4 ans","Nombre","2014","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","1-4 ans","Nombre","2015","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","1-4 ans","Nombre","2016","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","1-4 ans","Nombre","2017","4"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","1-4 ans","Nombre","2018","1"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","5-14 ans","Nombre","2014","2"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","5-14 ans","Nombre","2015","1"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","5-14 ans","Nombre","2016","4"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","5-14 ans","Nombre","2017","16"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","5-14 ans","Nombre","2018","2"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","5-14 ans","Nombre","2021","25"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","5-14 ans","Nombre","2022","10"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Adultes Feminins","Nombre","2014","131"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Adultes Feminins","Nombre","2015","212"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Adultes Feminins","Nombre","2016","292"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Adultes Feminins","Nombre","2017","496"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Adultes Feminins","Nombre","2018","417"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Adultes Masculins","Nombre","2014","177"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Adultes Masculins","Nombre","2015","167"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Adultes Masculins","Nombre","2016","170"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Adultes Masculins","Nombre","2017","337"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Adultes Masculins","Nombre","2018","309"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Total","Nombre","2014","310"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Total","Nombre","2015","381"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Total","Nombre","2016","467"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Total","Nombre","2017","853"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Total","Nombre","2018","729"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Total","Nombre","2021","560"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Total","Nombre","2022","1164"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Proportion","%","2014","2"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Proportion","%","2015","2.1"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Proportion","%","2016","3"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Proportion","%","2017","3.71564228775537"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Proportion","%","2018","3.27846735024285"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Proportion","%","2021","1.9"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Proportion","%","2022","3.8268073774534"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Proportion","%","2023","3.64500306560392"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","Moins de 5 ans","Nombre","2022","3"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Maladies Vasculaires cérébrales","16 ans et plus","Nombre","2022","1151"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","< 1 ans","Nombre","2014","1023"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","< 1 ans","Nombre","2015","995"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","< 1 ans","Nombre","2016","725"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","< 1 ans","Nombre","2017","774"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","< 1 ans","Nombre","2018","734"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","< 1 ans","Nombre","2020","83794"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","1-4 ans","Nombre","2014","2152"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","1-4 ans","Nombre","2015","2232"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","1-4 ans","Nombre","2016","1530"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","1-4 ans","Nombre","2017","1961"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","1-4 ans","Nombre","2018","2055"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","1-4 ans","Nombre","2020","314103"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","5-14 ans","Nombre","2014","421"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","5-14 ans","Nombre","2015","510"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","5-14 ans","Nombre","2016","407"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","5-14 ans","Nombre","2017","426"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","5-14 ans","Nombre","2018","489"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","5-14 ans","Nombre","2020","210054"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","5-14 ans","Nombre","2021","785"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","5-14 ans","Nombre","2022","785"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Adultes Feminins","Nombre","2014","221"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Adultes Feminins","Nombre","2015","290"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Adultes Feminins","Nombre","2016","261"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Adultes Feminins","Nombre","2017","254"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Adultes Feminins","Nombre","2018","191"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Adultes Feminins","Nombre","2020","148636"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Adultes Masculins","Nombre","2014","299"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Adultes Masculins","Nombre","2015","234"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Adultes Masculins","Nombre","2016","193"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Adultes Masculins","Nombre","2017","212"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Adultes Masculins","Nombre","2018","177"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Adultes Masculins","Nombre","2020","237288"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Total","Nombre","2014","4116"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Total","Nombre","2015","4261"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Total","Nombre","2016","3116"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Total","Nombre","2017","3627"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Total","Nombre","2018","3646"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Total","Nombre","2020","993875"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Total","Nombre","2021","4355"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Total","Nombre","2022","4243"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Proportion","%","2014","26"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Proportion","%","2015","23.9"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Proportion","%","2016","18"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Proportion","%","2017","15.7991026702095"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Proportion","%","2018","16.396833962943"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Proportion","%","2020","25.5378001839775"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Proportion","%","2021","15"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Proportion","%","2022","13.9494361705625"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Proportion","%","2023","9.11097486204782"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","Moins de 5 ans","Nombre","2022","2925"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Paludisme grave","16 ans et plus","Nombre","2022","533"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","< 1 ans","Nombre","2014","1"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","< 1 ans","Nombre","2017","5"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","< 1 ans","Nombre","2018","4"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","1-4 ans","Nombre","2014","0"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","1-4 ans","Nombre","2017","7"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","1-4 ans","Nombre","2018","12"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","5-14 ans","Nombre","2014","26"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","5-14 ans","Nombre","2017","25"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","5-14 ans","Nombre","2018","51"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","5-14 ans","Nombre","2021","24"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","5-14 ans","Nombre","2022","51"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","Adultes Feminins","Nombre","2014","25"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","Adultes Feminins","Nombre","2017","310"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","Adultes Feminins","Nombre","2018","276"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","Adultes Masculins","Nombre","2014","204"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","Adultes Masculins","Nombre","2017","46"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","Adultes Masculins","Nombre","2018","60"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","Total","Nombre","2014","256"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","Total","Nombre","2017","393"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","Total","Nombre","2018","403"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","Total","Nombre","2021","455"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","Total","Nombre","2022","466"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","Proportion","%","2014","2"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","Proportion","%","2017","1.71189615367862"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","Proportion","%","2018","1.81237632667746"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","Proportion","%","2021","1.6"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","Proportion","%","2022","1.53203800506296"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","Moins de 5 ans","Nombre","2022","22"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Traumatismes crâniens","16 ans et plus","Nombre","2022","393"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","< 1 ans","Nombre","2014","140"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","< 1 ans","Nombre","2015","135"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","< 1 ans","Nombre","2016","89"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","< 1 ans","Nombre","2017","122"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","< 1 ans","Nombre","2018","88"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","1-4 ans","Nombre","2014","293"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","1-4 ans","Nombre","2015","328"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","1-4 ans","Nombre","2016","208"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","1-4 ans","Nombre","2017","219"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","1-4 ans","Nombre","2018","213"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","5-14 ans","Nombre","2014","37"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","5-14 ans","Nombre","2015","58"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","5-14 ans","Nombre","2016","60"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","5-14 ans","Nombre","2017","60"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","5-14 ans","Nombre","2018","58"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","5-14 ans","Nombre","2021","6"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Adultes Feminins","Nombre","2014","162"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Adultes Feminins","Nombre","2015","123"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Adultes Feminins","Nombre","2016","101"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Adultes Feminins","Nombre","2017","133"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Adultes Feminins","Nombre","2018","139"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Adultes Masculins","Nombre","2014","126"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Adultes Masculins","Nombre","2015","214"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Adultes Masculins","Nombre","2016","177"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Adultes Masculins","Nombre","2017","288"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Adultes Masculins","Nombre","2018","236"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Total","Nombre","2014","758"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Total","Nombre","2015","858"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Total","Nombre","2016","635"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Total","Nombre","2017","822"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Total","Nombre","2018","734"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Total","Nombre","2021","1223"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Proportion","%","2014","5"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Proportion","%","2015","4.8"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Proportion","%","2016","4"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Proportion","%","2017","3.58060722219802"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Proportion","%","2018","3.30095340888649"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Anémies","Proportion","%","2021","4.2"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Angine","< 1 ans","Nombre","2020","693"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Angine","1-4 ans","Nombre","2020","200763"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Angine","5-14 ans","Nombre","2020","5902"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Angine","Adultes Feminins","Nombre","2020","7318"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Angine","Adultes Masculins","Nombre","2020","11010"
"Les 10 principales causes de décès dans les centres médicaux et les hôpitaux à partir de 2014","Angine","Total","Nombre","2020","225686"
